model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,brand
2011,chevrolet_silverado_2500hd,3,8,gas,120000,automatic,truck,white,1,chevrolet
2009,chevrolet_silverado_1500,3,8,gas,111526,automatic,truck,black,1,chevrolet
2006,toyota_tundra,3,8,gas,132850,automatic,pickup,red,1,toyota
1998,honda_civic,4,4,gas,121000,automatic,hatchback,unknown,0,honda
2010,toyota_rav4,2,6,gas,183515,automatic,SUV,silver,0,toyota
2006,chevrolet_silverado_2500hd,3,8,diesel,123188,automatic,truck,white,1,chevrolet
2015,chevrolet_impala,2,6,gas,84000,automatic,sedan,red,0,chevrolet
2013,chevrolet_silverado_3500hd,3,8,diesel,94000,automatic,truck,unknown,1,chevrolet
2013,ford_fusion_se,3,4,gas,73597,automatic,sedan,white,0,ford
2003,ford_f250_super_duty,2,8,diesel,300000,automatic,pickup,unknown,0,ford
2015,chevrolet_colorado,2,6,gas,60611,automatic,truck,red,1,chevrolet
2013,gmc_sierra_1500,2,8,gas,95356,automatic,truck,unknown,1,gmc
2008,jeep_wrangler,2,6,gas,124058,automatic,wagon,silver,1,jeep
2010,ram_2500,2,6,diesel,96837,automatic,truck,green,1,ram
2011,jeep_wrangler_unlimited,2,6,gas,114671,automatic,wagon,unknown,1,jeep
2014,chevrolet_tahoe,2,8,gas,87377,automatic,SUV,black,1,chevrolet
2015,jeep_grand_cherokee,2,6,gas,84000,automatic,wagon,grey,1,jeep
2007,ram_2500,2,6,diesel,127325,automatic,truck,grey,1,ram
2010,chevrolet_silverado_2500hd,2,8,diesel,127381,automatic,truck,blue,1,chevrolet
2013,ram_1500,2,8,gas,84150,automatic,truck,black,1,ram
2014,chevrolet_silverado_2500hd,2,8,gas,32915,automatic,truck,blue,0,chevrolet
2002,gmc_sierra_2500hd,2,8,diesel,198500,manual,pickup,unknown,1,gmc
2016,nissan_versa,4,4,gas,59883,manual,sedan,unknown,0,nissan
2013,kia_sorento,3,4,gas,98000,automatic,SUV,silver,1,kia
2012,nissan_sentra,3,4,gas,124895,automatic,sedan,white,0,nissan
2008,jeep_wrangler,3,6,gas,179176,automatic,SUV,silver,1,jeep
2007,toyota_highlander,3,6,gas,142972,automatic,SUV,black,1,toyota
2009,chevrolet_impala,2,6,gas,131456,automatic,sedan,white,0,chevrolet
2012,nissan_rogue,3,4,gas,106674,automatic,SUV,black,1,nissan
2011,honda_cr-v,2,4,gas,86694,automatic,SUV,unknown,1,honda
2007,acura_tl,3,6,gas,146000,automatic,sedan,unknown,0,acura
2007,honda_civic,2,4,gas,153000,automatic,coupe,grey,0,honda
2010,dodge_grand_caravan,2,6,gas,114250,automatic,mini-van,unknown,0,dodge
2006,gmc_sierra,2,8,gas,156516,automatic,truck,unknown,1,gmc
2017,chevrolet_equinox,3,4,gas,33392,automatic,SUV,black,1,chevrolet
2014,ford_f-150,3,6,gas,83436,automatic,truck,red,1,ford
2017,gmc_acadia,3,6,gas,35256,automatic,SUV,black,1,gmc
2002,chevrolet_silverado,2,8,diesel,278417,automatic,pickup,grey,1,chevrolet
2013,ford_explorer,3,6,gas,47806,automatic,SUV,red,1,ford
2002,ram_2500,2,6,diesel,244627,manual,truck,white,0,ram
2017,ford_f-150,3,6,gas,49808,automatic,truck,black,1,ford
2014,volkswagen_passat,3,4,gas,88674,automatic,sedan,blue,0,volkswagen
2007,chevrolet_silverado_1500,2,8,gas,208263,automatic,pickup,black,0,chevrolet
2017,ford_explorer,3,6,gas,38902,automatic,SUV,yellow,1,ford
2009,honda_civic,1,4,gas,143660,automatic,sedan,white,0,honda
2016,ford_taurus,3,6,gas,23884,automatic,sedan,white,1,ford
2017,ford_edge,3,6,gas,31876,automatic,SUV,blue,1,ford
2013,chevrolet_equinox,3,4,gas,98000,automatic,SUV,unknown,0,chevrolet
2016,honda_civic_lx,4,4,gas,5903,automatic,sedan,white,0,honda
2004,jeep_wrangler,3,6,gas,153057,other,SUV,black,1,jeep
2008,ford_f-250,2,8,gas,267000,automatic,truck,white,1,ford
2003,toyota_tacoma,3,4,gas,150200,automatic,truck,silver,1,toyota
2002,honda_odyssey,3,6,gas,196000,automatic,mini-van,silver,0,honda
2006,hyundai_elantra,3,4,gas,164000,automatic,sedan,unknown,0,hyundai
1997,chevrolet_silverado,1,8,gas,225700,automatic,pickup,green,0,chevrolet
2010,dodge_grand_caravan,2,6,gas,114250,automatic,mini-van,silver,0,dodge
2007,honda_civic,2,4,gas,83536,automatic,coupe,unknown,0,honda
2001,honda_cr-v,2,4,gas,160475,automatic,SUV,red,1,honda
2019,honda_civic,3,4,gas,7500,automatic,hatchback,grey,0,honda
2011,honda_cr-v,2,4,gas,86694,automatic,SUV,silver,1,honda
2008,jeep_grand_cherokee_laredo,2,6,gas,147398,automatic,SUV,brown,1,jeep
2007,ford_expedition,2,8,gas,201356,automatic,SUV,blue,0,ford
2009,honda_accord,3,4,gas,212655,manual,sedan,grey,0,honda
2012,nissan_frontier,3,6,gas,113000,automatic,truck,white,1,nissan
2009,chevrolet_impala,3,6,gas,113366,automatic,sedan,unknown,0,chevrolet
2004,toyota_camry_le,3,4,gas,184,manual,sedan,blue,0,toyota
2008,ram_1500,2,8,gas,147398,automatic,truck,black,1,ram
2012,honda_civic,4,4,gas,109379,automatic,sedan,silver,0,honda
2009,subaru_forester,3,4,gas,99969,automatic,wagon,custom,1,subaru
2017,subaru_forester,3,4,gas,89719,automatic,SUV,grey,1,subaru
2012,volkswagen_jetta,3,4,gas,106,automatic,sedan,grey,0,volkswagen
2014,jeep_wrangler_unlimited,4,6,gas,13500,automatic,SUV,unknown,1,jeep
2000,nissan_maxima,1,6,gas,146000,automatic,sedan,unknown,0,nissan
2015,nissan_altima,3,4,gas,78514,automatic,sedan,red,0,nissan
1998,chevrolet_suburban,2,8,gas,76431,automatic,SUV,green,0,chevrolet
2000,toyota_4runner,2,6,gas,179634,automatic,SUV,black,1,toyota
2007,chevrolet_suburban,2,8,gas,153000,automatic,SUV,black,0,chevrolet
2001,toyota_camry,0,6,gas,249000,automatic,sedan,red,0,toyota
2009,toyota_prius,2,4,gas,173660,automatic,sedan,grey,0,toyota
2000,ram_2500,2,8,gas,111376,automatic,truck,white,1,ram
2017,hyundai_sonata,3,4,gas,42445,automatic,sedan,black,0,hyundai
2007,ford_f350_super_duty,2,8,diesel,216000,automatic,truck,grey,1,ford
2012,honda_accord,3,4,gas,61000,automatic,sedan,white,0,honda
2005,chevrolet_silverado_1500,2,8,gas,185000,automatic,truck,unknown,0,chevrolet
2011,toyota_camry_le,2,4,gas,153635,automatic,sedan,black,0,toyota
2012,ford_f150,2,8,gas,120000,automatic,truck,white,1,ford
2009,chevrolet_silverado,2,8,gas,120000,automatic,truck,white,1,chevrolet
2011,honda_accord,3,4,gas,106722,automatic,sedan,unknown,0,honda
2012,honda_cr-v,3,4,gas,113086,automatic,SUV,green,0,honda
2012,honda_odyssey,3,6,gas,136803,automatic,mini-van,grey,0,honda
2014,nissan_rogue,3,4,gas,119114,automatic,SUV,black,0,nissan
2015,nissan_versa,3,4,gas,78327,automatic,sedan,grey,0,nissan
2012,subaru_outback,3,4,gas,137566,automatic,SUV,grey,1,subaru
2007,chevrolet_tahoe,2,8,gas,194920,automatic,SUV,brown,0,chevrolet
2009,toyota_corolla,2,4,gas,172819,automatic,sedan,unknown,0,toyota
2013,toyota_rav4,3,4,gas,154110,automatic,SUV,silver,0,toyota
2008,subaru_impreza,3,4,gas,132451,manual,hatchback,blue,1,subaru
2018,toyota_camry,2,4,gas,21000,automatic,sedan,unknown,1,toyota
2008,chevrolet_suburban,2,8,gas,239000,automatic,SUV,black,1,chevrolet
2008,chevrolet_suburban,2,8,gas,93000,automatic,SUV,brown,0,chevrolet
2005,dodge_dakota,1,6,gas,195342,automatic,truck,unknown,0,dodge
2014,ford_edge,3,6,gas,69840,automatic,SUV,black,1,ford
2018,ford_explorer,3,6,gas,30331,automatic,SUV,white,1,ford
2008,chevrolet_suburban,2,8,gas,220000,automatic,SUV,blue,1,chevrolet
2005,chevrolet_suburban,2,8,gas,158000,automatic,SUV,white,0,chevrolet
2007,jeep_wrangler,3,6,gas,104000,automatic,SUV,white,1,jeep
2004,chevrolet_suburban,2,8,gas,184000,automatic,SUV,red,1,chevrolet
2015,jeep_wrangler_unlimited,3,6,gas,78327,automatic,SUV,white,1,jeep
2011,toyota_tundra,2,8,gas,130271,automatic,pickup,black,0,toyota
2001,ford_f-150,1,6,gas,203000,automatic,truck,silver,0,ford
2006,toyota_tacoma,2,6,gas,175889,automatic,pickup,black,1,toyota
2017,toyota_camry,3,4,gas,18000,automatic,sedan,white,1,toyota
2017,chevrolet_traverse,3,6,gas,43002,automatic,SUV,unknown,0,chevrolet
2004,gmc_sierra,2,6,gas,189500,manual,truck,brown,0,gmc
2000,toyota_4runner,2,6,gas,180,automatic,SUV,unknown,1,toyota
2011,nissan_altima,2,4,gas,74600,automatic,sedan,blue,0,nissan
2004,chevrolet_silverado,2,8,gas,174500,automatic,truck,grey,0,chevrolet
2009,nissan_rogue,2,4,gas,127000,automatic,SUV,blue,0,nissan
1989,ford_f350,1,8,gas,68161,manual,truck,black,0,ford
2011,ram_2500,2,6,diesel,130271,automatic,pickup,red,1,ram
2014,honda_accord,2,4,gas,92222,automatic,sedan,grey,0,honda
2012,nissan_versa,2,4,gas,146000,automatic,sedan,silver,0,nissan
2001,gmc_sierra,2,8,gas,188851,automatic,pickup,blue,0,gmc
2013,chevrolet_tahoe,2,8,gas,97500,automatic,SUV,unknown,1,chevrolet
2012,ford_fusion_se,2,4,gas,144000,automatic,sedan,grey,0,ford
2007,honda_civic_lx,2,4,gas,153084,automatic,sedan,grey,0,honda
2010,subaru_forester,3,4,gas,126000,automatic,SUV,white,1,subaru
2008,toyota_tundra,3,8,gas,134591,automatic,truck,white,0,toyota
2015,hyundai_sonata,3,4,gas,74273,automatic,sedan,white,0,hyundai
2010,kia_soul,2,4,gas,193900,manual,wagon,unknown,0,kia
2010,chevrolet_traverse,3,6,gas,126000,automatic,SUV,blue,0,chevrolet
2014,jeep_wrangler_unlimited,2,6,gas,116300,manual,SUV,silver,1,jeep
2006,volkswagen_jetta,2,5,gas,188850,automatic,sedan,white,0,volkswagen
2008,jeep_grand_cherokee,2,8,gas,152530,automatic,SUV,silver,1,jeep
2001,ford_ranger,2,4,gas,215266,manual,pickup,white,0,ford
2008,gmc_sierra_1500,3,8,gas,149832,automatic,pickup,black,0,gmc
2008,honda_odyssey,3,6,gas,155020,automatic,mini-van,silver,0,honda
2007,ram_1500,3,8,gas,136123,automatic,pickup,white,0,ram
2014,chevrolet_silverado_1500,3,8,gas,78109,automatic,truck,unknown,1,chevrolet
2009,ford_fusion_se,2,4,gas,118381,automatic,sedan,red,0,ford
2010,chevrolet_camaro_lt_coupe_2d,2,6,gas,68024,other,coupe,orange,0,chevrolet
2009,chevrolet_silverado_1500,2,8,gas,121481,automatic,truck,red,1,chevrolet
2013,ford_f150,4,6,gas,61300,automatic,truck,white,1,ford
2003,ford_f-150,2,8,gas,245000,automatic,truck,black,1,ford
2008,ford_f-150,2,8,gas,167000,automatic,truck,black,1,ford
2017,chevrolet_silverado_1500,3,6,gas,82189,automatic,truck,white,0,chevrolet
2005,chevrolet_silverado_1500,3,6,gas,143964,manual,truck,custom,0,chevrolet
2016,ram_1500,3,6,gas,80598,automatic,truck,white,0,ram
2013,ram_1500,3,8,gas,111018,automatic,truck,white,1,ram
2009,honda_odyssey,3,6,gas,118962,automatic,mini-van,white,0,honda
2003,chevrolet_suburban,2,8,gas,191000,automatic,SUV,unknown,1,chevrolet
2014,gmc_sierra_1500,3,8,gas,50779,automatic,truck,unknown,1,gmc
2007,chevrolet_silverado,2,8,gas,153000,automatic,pickup,white,1,chevrolet
2011,chevrolet_silverado,2,8,gas,174000,automatic,pickup,white,1,chevrolet
2009,chevrolet_silverado,2,8,gas,165000,automatic,pickup,white,1,chevrolet
2007,chevrolet_tahoe,2,5,gas,156000,automatic,SUV,black,1,chevrolet
2013,ford_mustang_gt_coupe_2d,2,8,gas,35280,other,coupe,unknown,0,ford
2017,chevrolet_equinox,2,4,gas,83000,automatic,SUV,black,0,chevrolet
2001,chevrolet_silverado,2,8,gas,184264,automatic,pickup,grey,0,chevrolet
2004,bmw_x5,4,6,gas,110224,automatic,SUV,unknown,1,bmw
2007,ford_f-150,2,8,gas,154000,automatic,pickup,blue,0,ford
2003,toyota_tacoma,2,6,gas,251500,automatic,pickup,black,1,toyota
2011,toyota_sienna,3,6,gas,120000,automatic,van,unknown,0,toyota
2011,ford_f-150,1,8,gas,198000,automatic,truck,white,1,ford
2010,toyota_highlander,3,6,gas,160063,automatic,SUV,unknown,1,toyota
2011,ford_expedition,3,8,gas,146000,automatic,SUV,white,1,ford
2017,gmc_sierra_1500,3,8,gas,56820,automatic,truck,white,1,gmc
2007,chevrolet_silverado_1500,2,8,gas,153000,automatic,pickup,black,1,chevrolet
2016,ram_1500,3,8,gas,54181,automatic,truck,white,1,ram
2016,ford_f-150,3,8,gas,84975,automatic,truck,black,1,ford
2014,chevrolet_silverado_1500,3,8,gas,86000,automatic,truck,unknown,1,chevrolet
2018,ford_f-150,3,8,gas,11115,automatic,truck,blue,1,ford
2015,ram_1500,3,6,gas,39020,automatic,truck,white,0,ram
2016,ram_1500,3,8,gas,99508,automatic,truck,white,1,ram
2015,ford_f-150,3,8,gas,55900,automatic,truck,custom,1,ford
2013,chevrolet_silverado_1500,3,8,gas,91100,automatic,truck,unknown,1,chevrolet
2014,gmc_sierra_1500,3,8,gas,82250,automatic,truck,silver,1,gmc
2016,ford_f-150,3,8,gas,99300,automatic,truck,unknown,0,ford
2015,chevrolet_impala,3,4,gas,49650,automatic,sedan,black,0,chevrolet
2011,toyota_highlander,3,6,gas,103600,automatic,SUV,grey,1,toyota
2014,jeep_wrangler,3,6,gas,86000,automatic,SUV,grey,1,jeep
2016,ford_escape,3,4,gas,64600,automatic,SUV,orange,1,ford
2015,honda_cr-v,3,4,gas,78327,automatic,SUV,custom,1,honda
2015,jeep_cherokee,3,6,gas,65550,automatic,SUV,unknown,1,jeep
2014,ford_econoline,3,8,gas,59670,automatic,van,unknown,0,ford
2016,ford_explorer,3,6,gas,60016,automatic,SUV,brown,1,ford
2017,honda_civic,3,4,gas,31000,automatic,sedan,grey,0,honda
2011,chevrolet_equinox,2,4,gas,130271,automatic,SUV,black,1,chevrolet
2004,toyota_tundra,2,8,gas,169350,automatic,truck,white,1,toyota
2012,chevrolet_malibu,2,4,gas,65559,automatic,sedan,silver,0,chevrolet
2006,chevrolet_impala,2,8,gas,120226,automatic,sedan,white,0,chevrolet
2013,nissan_maxima,2,6,gas,106375,automatic,sedan,white,0,nissan
2014,toyota_rav4,3,4,gas,50800,automatic,SUV,blue,1,toyota
2013,ford_edge,2,4,gas,102146,automatic,SUV,unknown,0,ford
2013,chevrolet_silverado,3,8,gas,76000,automatic,truck,grey,1,chevrolet
2012,toyota_camry_le,4,4,gas,125509,automatic,sedan,unknown,0,toyota
2007,nissan_frontier,1,6,gas,77800,automatic,truck,grey,1,nissan
2011,honda_civic_lx,3,4,gas,106000,automatic,sedan,red,0,honda
2017,dodge_grand_caravan,4,6,gas,48990,automatic,mini-van,grey,0,dodge
2018,ram_1500,4,6,gas,25600,automatic,truck,grey,1,ram
2010,chevrolet_silverado,3,8,gas,176000,automatic,truck,black,1,chevrolet
2014,chevrolet_silverado,2,8,gas,149000,automatic,pickup,silver,0,chevrolet
2011,chevrolet_silverado,2,8,gas,182000,automatic,pickup,grey,1,chevrolet
2013,subaru_outback,3,4,gas,98000,other,wagon,grey,1,subaru
2009,nissan_murano,3,6,gas,164000,automatic,SUV,grey,0,nissan
2010,chevrolet_corvette,3,8,gas,61000,automatic,convertible,red,0,chevrolet
2012,hyundai_sonata,3,4,gas,106674,automatic,sedan,silver,0,hyundai
2013,ford_explorer,3,6,gas,59042,automatic,SUV,white,1,ford
2013,chevrolet_camaro,2,6,gas,64880,automatic,coupe,yellow,0,chevrolet
2010,nissan_sentra,4,4,gas,115000,automatic,sedan,blue,0,nissan
2013,jeep_wrangler_unlimited,3,6,gas,69889,automatic,SUV,unknown,1,jeep
2008,ford_f150,3,8,gas,136109,automatic,pickup,brown,0,ford
2010,chevrolet_silverado,2,8,gas,140000,automatic,pickup,unknown,1,chevrolet
2010,chevrolet_silverado,2,8,gas,107000,automatic,pickup,white,0,chevrolet
2009,chevrolet_silverado,2,8,gas,141000,automatic,pickup,red,1,chevrolet
2008,gmc_sierra_2500hd,3,8,diesel,114000,automatic,truck,white,0,gmc
2015,ford_f-150,3,6,gas,73000,automatic,truck,unknown,1,ford
2011,buick_enclave,3,6,gas,120000,automatic,SUV,white,0,buick
2012,toyota_camry_le,2,4,gas,125509,automatic,sedan,black,0,toyota
1988,toyota_4runner,2,6,gas,239560,manual,SUV,blue,1,toyota
2011,ram_3500,2,8,diesel,115300,automatic,truck,grey,1,ram
2010,toyota_prius,3,4,gas,165000,automatic,sedan,red,0,toyota
2008,ford_explorer,2,6,gas,137500,automatic,SUV,unknown,1,ford
2005,dodge_dakota,3,8,gas,133000,automatic,truck,silver,1,dodge
1996,ford_ranger,2,6,gas,125000,automatic,truck,blue,1,ford
2013,honda_civic,3,4,gas,87798,automatic,sedan,brown,0,honda
2012,chevrolet_traverse,3,6,gas,151754,automatic,SUV,white,1,chevrolet
2012,chevrolet_traverse,3,6,gas,151754,automatic,SUV,white,1,chevrolet
2014,nissan_altima,3,4,gas,75000,automatic,sedan,grey,0,nissan
1990,jeep_cherokee,1,6,gas,202200,automatic,SUV,blue,1,jeep
2006,chevrolet_tahoe,3,8,gas,133000,automatic,SUV,unknown,0,chevrolet
2013,chevrolet_traverse,2,6,gas,144600,automatic,SUV,red,0,chevrolet
2009,jeep_wrangler,3,6,gas,67448,manual,SUV,blue,1,jeep
2008,honda_civic,4,4,gas,135000,automatic,sedan,brown,0,honda
2007,jeep_wrangler_unlimited,2,6,gas,143570,manual,SUV,unknown,1,jeep
2007,chevrolet_silverado,2,8,gas,97516,automatic,truck,unknown,1,chevrolet
2000,ford_f250_super_duty,2,8,diesel,163000,automatic,truck,black,1,ford
2013,chevrolet_malibu,3,4,gas,70594,automatic,sedan,blue,0,chevrolet
2013,ford_explorer,3,6,gas,88406,automatic,wagon,red,1,ford
2015,chevrolet_equinox,3,4,gas,86461,automatic,wagon,black,1,chevrolet
2015,chevrolet_silverado_2500hd,3,8,gas,119273,automatic,truck,unknown,1,chevrolet
2010,chevrolet_colorado,3,5,gas,124646,automatic,truck,silver,1,chevrolet
2009,gmc_sierra_1500,3,8,gas,129986,automatic,truck,grey,1,gmc
2008,gmc_sierra_2500hd,3,8,gas,122922,automatic,truck,blue,1,gmc
2011,subaru_forester,3,4,gas,65378,automatic,SUV,white,1,subaru
2011,chevrolet_silverado_2500hd,3,8,gas,120000,automatic,truck,unknown,1,chevrolet
2009,chevrolet_silverado_1500,3,8,gas,111526,automatic,truck,black,1,chevrolet
2011,ford_escape,3,6,gas,101188,automatic,wagon,grey,1,ford
2008,chevrolet_silverado_2500hd,3,8,gas,62736,automatic,truck,custom,1,chevrolet
2010,chevrolet_traverse,3,6,gas,126000,automatic,wagon,silver,1,chevrolet
2014,ram_1500,3,8,gas,135738,automatic,truck,unknown,1,ram
2006,ford_f-150,3,8,gas,190500,automatic,truck,black,0,ford
2009,honda_civic,3,4,gas,130000,automatic,sedan,black,0,honda
2004,toyota_camry,1,4,gas,192124,automatic,sedan,silver,0,toyota
1993,chevrolet_silverado,3,8,gas,174000,manual,pickup,green,0,chevrolet
2004,toyota_camry,3,4,gas,153057,automatic,sedan,silver,0,toyota
2002,ford_explorer,2,8,gas,127800,automatic,SUV,white,1,ford
1978,chevrolet_camaro,1,8,gas,80000,automatic,coupe,red,0,chevrolet
1997,toyota_4runner,3,6,gas,195500,manual,SUV,unknown,1,toyota
2013,hyundai_elantra,2,4,gas,92500,automatic,sedan,silver,0,hyundai
2015,chevrolet_malibu,2,4,gas,90000,automatic,sedan,white,0,chevrolet
2005,subaru_outback,3,4,gas,143964,automatic,SUV,blue,1,subaru
2007,ford_fusion,3,6,gas,126539,automatic,sedan,grey,1,ford
2010,toyota_camry,3,4,gas,127435,automatic,sedan,white,0,toyota
2015,ram_1500,3,8,gas,73354,automatic,pickup,grey,1,ram
2003,subaru_outback,3,6,gas,163622,automatic,sedan,black,1,subaru
2001,dodge_dakota,2,6,gas,180613,automatic,pickup,white,0,dodge
2014,ford_explorer,3,6,gas,866000,automatic,SUV,black,1,ford
2013,ford_escape,3,4,gas,129144,automatic,SUV,unknown,1,ford
2007,nissan_maxima,3,6,gas,159868,automatic,sedan,unknown,0,nissan
2007,toyota_sienna,3,6,gas,146321,automatic,mini-van,custom,0,toyota
1998,ford_mustang,0,6,gas,154057,automatic,coupe,white,0,ford
2014,chevrolet_camaro,3,6,gas,86000,automatic,coupe,yellow,0,chevrolet
2001,ford_f-150,0,6,gas,251880,automatic,truck,brown,0,ford
2012,toyota_rav4,2,4,gas,37000,automatic,SUV,unknown,1,toyota
2010,gmc_sierra_1500,2,8,gas,97000,automatic,pickup,white,1,gmc
2016,ford_f-150,2,6,gas,53465,automatic,truck,black,1,ford
2017,toyota_tacoma,2,6,gas,27337,automatic,truck,red,1,toyota
2016,ford_f-150,2,6,gas,23776,automatic,truck,red,1,ford
2017,ford_f-150,2,8,gas,42414,automatic,truck,grey,1,ford
2017,jeep_grand_cherokee,2,6,gas,29991,automatic,SUV,black,1,jeep
2017,jeep_grand_cherokee,2,6,gas,48640,automatic,SUV,black,1,jeep
2017,jeep_grand_cherokee,2,6,gas,65565,automatic,SUV,red,1,jeep
2016,ram_1500,2,8,gas,38618,automatic,truck,grey,1,ram
2016,jeep_grand_cherokee,2,6,gas,33656,automatic,SUV,black,1,jeep
2017,subaru_forester,2,4,gas,35068,automatic,SUV,red,1,subaru
2013,chevrolet_tahoe,2,8,gas,112614,automatic,SUV,unknown,1,chevrolet
2017,ram_1500,2,8,gas,35068,automatic,truck,red,1,ram
2017,jeep_grand_cherokee,2,6,gas,35068,automatic,SUV,grey,1,jeep
2017,honda_pilot,2,6,gas,35068,automatic,SUV,white,1,honda
2017,ram_1500,2,8,gas,32190,automatic,truck,unknown,1,ram
2017,jeep_grand_cherokee,2,6,gas,48670,automatic,SUV,white,1,jeep
2016,jeep_grand_cherokee,2,6,gas,35689,automatic,SUV,blue,1,jeep
2012,ford_escape,2,6,gas,116510,automatic,SUV,unknown,1,ford
2011,jeep_wrangler,2,6,gas,136428,manual,SUV,white,1,jeep
2017,jeep_wrangler,2,6,gas,18330,automatic,SUV,black,1,jeep
2012,chevrolet_impala,2,6,gas,119394,automatic,sedan,silver,0,chevrolet
2014,toyota_4runner,3,6,gas,96700,automatic,SUV,red,1,toyota
2012,ram_2500,2,6,diesel,116510,automatic,pickup,unknown,1,ram
2003,volkswagen_passat,2,6,gas,90321,automatic,sedan,grey,1,volkswagen
2011,cadillac_escalade,3,8,gas,113600,automatic,SUV,unknown,1,cadillac
2003,volkswagen_passat,3,6,gas,90321,automatic,sedan,grey,1,volkswagen
2016,kia_soul,3,4,gas,46351,automatic,sedan,red,0,kia
2012,hyundai_sonata,3,4,gas,79000,automatic,sedan,silver,0,hyundai
2006,chevrolet_trailblazer,2,6,gas,182675,automatic,SUV,white,1,chevrolet
2014,ford_f-150,4,6,gas,35000,automatic,truck,black,1,ford
2004,ram_1500,3,8,gas,250000,automatic,truck,brown,1,ram
2001,ram_2500,2,6,diesel,235000,automatic,truck,blue,0,ram
2015,honda_accord,4,4,gas,71000,automatic,sedan,grey,0,honda
2007,chevrolet_silverado,3,8,gas,116000,automatic,truck,white,1,chevrolet
2014,ford_f-150,3,6,gas,43108,automatic,pickup,white,1,ford
2002,gmc_yukon,3,8,gas,223350,automatic,SUV,grey,1,gmc
2007,honda_cr-v,3,4,gas,228742,automatic,SUV,red,1,honda
2010,chrysler_town_&_country,2,6,gas,200777,automatic,mini-van,black,0,chrysler
2002,ford_ranger,3,6,gas,170668,automatic,truck,yellow,1,ford
2010,bmw_x5,3,8,gas,102200,automatic,SUV,silver,1,bmw
2005,honda_odyssey,3,6,gas,151271,automatic,mini-van,brown,0,honda
2003,toyota_tundra,3,8,gas,250000,automatic,truck,black,1,toyota
2004,ram_2500,3,6,diesel,178714,automatic,pickup,white,1,ram
1979,jeep_cherokee,2,6,gas,86449,manual,SUV,blue,1,jeep
2015,dodge_grand_caravan,4,6,gas,22600,automatic,mini-van,black,0,dodge
2011,chevrolet_suburban,2,8,gas,107000,automatic,SUV,white,1,chevrolet
2013,chevrolet_cruze,3,4,gas,88147,automatic,sedan,silver,0,chevrolet
2008,honda_accord,2,4,gas,161070,automatic,sedan,white,0,honda
2019,ford_expedition,2,6,gas,20168,automatic,SUV,grey,1,ford
2015,ford_f-250,3,8,other,106942,automatic,truck,brown,1,ford
2009,toyota_prius,1,4,hybrid,190730,automatic,hatchback,grey,0,toyota
2011,chevrolet_silverado_1500,2,8,gas,147500,automatic,truck,unknown,1,chevrolet
2013,jeep_grand_cherokee,3,6,gas,123859,automatic,SUV,black,1,jeep
2011,toyota_tacoma,3,6,gas,165483,automatic,truck,white,1,toyota
2015,bmw_x5,4,6,gas,28650,automatic,SUV,grey,1,bmw
2012,toyota_4runner,3,6,gas,72704,automatic,SUV,white,1,toyota
2008,bmw_x5,3,6,gas,135424,automatic,SUV,unknown,1,bmw
2013,honda_cr-v,3,4,gas,110250,automatic,SUV,white,1,honda
2012,toyota_prius,3,4,hybrid,114537,automatic,hatchback,red,0,toyota
2014,chrysler_town_&_country,3,6,gas,122676,automatic,mini-van,black,0,chrysler
2015,chevrolet_impala,3,6,gas,94050,automatic,sedan,unknown,0,chevrolet
2018,chevrolet_cruze,3,4,gas,21449,automatic,sedan,white,0,chevrolet
2015,chevrolet_equinox,3,4,gas,78327,automatic,SUV,white,0,chevrolet
2019,chevrolet_silverado_1500,3,8,gas,14531,automatic,pickup,brown,1,chevrolet
2010,ford_expedition,3,8,gas,147659,automatic,SUV,white,0,ford
2008,toyota_tundra,4,8,gas,103455,automatic,truck,silver,1,toyota
2018,ram_1500,3,6,gas,28000,automatic,truck,red,0,ram
2009,ram_1500,3,8,gas,141327,automatic,pickup,grey,1,ram
2016,ford_explorer,3,6,gas,40892,automatic,SUV,green,0,ford
2011,ford_f-150,3,8,gas,138745,automatic,pickup,grey,1,ford
2011,chevrolet_traverse,3,6,gas,130061,automatic,SUV,unknown,0,chevrolet
2000,chevrolet_corvette,3,8,gas,46424,automatic,coupe,blue,0,chevrolet
2011,ford_f-150,3,6,gas,127664,automatic,pickup,silver,1,ford
2008,chevrolet_suburban,3,8,gas,134591,automatic,SUV,blue,1,chevrolet
2015,ford_fusion,3,4,gas,34621,automatic,sedan,black,0,ford
2009,ford_f-150,3,6,gas,118727,automatic,pickup,black,1,ford
2016,ford_f-150,3,8,gas,70160,automatic,truck,grey,1,ford
2009,nissan_versa,2,4,gas,116000,automatic,hatchback,blue,0,nissan
2012,ford_escape,2,4,gas,93083,automatic,SUV,red,0,ford
2007,subaru_forester,3,4,gas,137000,manual,SUV,red,1,subaru
2005,ford_f350_super_duty,2,8,diesel,92850,automatic,pickup,unknown,1,ford
2005,chevrolet_silverado_1500,3,8,gas,156000,automatic,truck,green,0,chevrolet
1993,ford_f-150,2,8,gas,142000,automatic,truck,white,1,ford
2015,toyota_rav4,3,4,gas,78327,automatic,SUV,white,0,toyota
1999,toyota_4runner,3,6,gas,177000,automatic,SUV,unknown,1,toyota
2008,honda_cr-v,3,4,gas,152006,automatic,SUV,blue,1,honda
2014,toyota_prius,4,4,hybrid,144507,automatic,hatchback,unknown,0,toyota
