model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,brand
2000,jeep_grand_cherokee,2,8,gas,152000,automatic,SUV,silver,1,jeep
2016,ram_1500,3,6,gas,54000,automatic,pickup,silver,1,ram
2013,volkswagen_passat,2,4,diesel,55977,automatic,sedan,black,0,volkswagen
2010,ford_f-250,4,8,diesel,109406,automatic,truck,white,1,ford
2004,honda_odyssey,2,6,gas,195000,automatic,mini-van,silver,0,honda
2013,honda_civic,3,4,gas,87798,automatic,sedan,brown,0,honda
2012,hyundai_elantra,2,4,gas,116510,automatic,sedan,black,0,hyundai
2007,toyota_tundra,3,8,gas,144000,automatic,pickup,blue,1,toyota
2012,ford_f-150,4,8,gas,100230,automatic,truck,white,1,ford
2004,chevrolet_silverado_1500,2,8,gas,204274,automatic,truck,black,1,chevrolet
2004,honda_accord,2,4,gas,167000,manual,coupe,silver,0,honda
2009,ford_f-250,4,8,diesel,179516,automatic,truck,red,1,ford
2013,toyota_tundra,4,8,gas,238712,automatic,truck,white,1,toyota
2007,ford_focus,3,4,gas,226000,automatic,sedan,grey,0,ford
2009,ford_f-250,4,8,diesel,105677,automatic,truck,unknown,1,ford
2016,ford_f-150,3,6,gas,124000,automatic,pickup,silver,1,ford
2009,chevrolet_silverado_1500,2,8,gas,81448,automatic,pickup,unknown,1,chevrolet
1990,honda_civic,2,4,gas,132900,manual,sedan,red,0,honda
1990,chevrolet_suburban,3,8,gas,179000,automatic,offroad,custom,1,chevrolet
2004,ford_f-150,3,8,gas,112340,automatic,truck,red,1,ford
2009,dodge_charger,2,8,gas,176000,automatic,sedan,black,0,dodge
2017,ford_edge,2,4,gas,45640,automatic,SUV,black,1,ford
2014,jeep_wrangler_unlimited,3,6,gas,94000,automatic,SUV,orange,1,jeep
2017,subaru_forester,3,4,gas,46000,automatic,SUV,red,1,subaru
2015,jeep_grand_cherokee,3,8,gas,90000,automatic,SUV,grey,1,jeep
2012,ford_f-150,3,6,gas,149000,automatic,pickup,unknown,1,ford
2016,kia_sorento,2,6,gas,84348,automatic,SUV,white,1,kia
2010,jeep_wrangler_unlimited,2,6,gas,73897,automatic,SUV,red,1,jeep
2003,chevrolet_silverado_3500hd,1,8,gas,82000,automatic,other,black,1,chevrolet
2005,toyota_sienna,3,6,gas,181498,automatic,van,unknown,0,toyota
2017,ford_fusion_se,3,4,gas,77447,automatic,sedan,grey,0,ford
2011,ram_1500,3,8,gas,120000,automatic,truck,white,1,ram
2008,chevrolet_silverado_1500,2,8,gas,126469,automatic,truck,silver,0,chevrolet
2006,ford_f-250,2,8,gas,204084,automatic,truck,orange,0,ford
2007,toyota_tundra,2,8,gas,190000,automatic,truck,black,0,toyota
2017,chevrolet_colorado,3,6,gas,20910,automatic,truck,unknown,0,chevrolet
2018,chevrolet_malibu,3,4,gas,44116,automatic,sedan,custom,0,chevrolet
2018,chevrolet_colorado,3,6,gas,10347,automatic,truck,white,0,chevrolet
2012,honda_civic,4,4,gas,56848,automatic,sedan,silver,0,honda
2007,hyundai_santa_fe,3,6,gas,109669,automatic,SUV,black,1,hyundai
2019,nissan_frontier,3,6,gas,14531,automatic,truck,white,0,nissan
2006,toyota_corolla,3,4,gas,85513,automatic,sedan,grey,0,toyota
2000,toyota_camry,3,4,gas,185813,automatic,sedan,silver,0,toyota
2005,toyota_sienna,3,6,gas,179277,automatic,mini-van,silver,0,toyota
2003,honda_odyssey,3,6,gas,181467,automatic,mini-van,silver,0,honda
2002,nissan_altima,3,6,gas,125079,automatic,sedan,silver,0,nissan
2006,nissan_altima,3,4,gas,161572,automatic,sedan,grey,0,nissan
2010,toyota_tacoma,2,4,gas,130000,manual,truck,white,0,toyota
2017,volkswagen_passat,3,4,gas,74000,automatic,sedan,unknown,0,volkswagen
2006,ford_f-250,3,8,diesel,204999,automatic,truck,blue,1,ford
2009,subaru_outback,3,6,gas,105000,automatic,wagon,black,1,subaru
2014,gmc_sierra_1500,4,8,gas,53180,automatic,pickup,blue,1,gmc
2011,jeep_wrangler,3,6,gas,57455,manual,SUV,green,1,jeep
2014,ram_1500,3,6,gas,86000,automatic,pickup,grey,1,ram
2011,toyota_sienna,2,6,gas,130271,automatic,mini-van,grey,1,toyota
2015,ford_explorer,2,6,gas,78620,automatic,SUV,blue,1,ford
2000,jeep_cherokee,3,6,gas,192000,automatic,SUV,green,1,jeep
2002,honda_odyssey,1,3,gas,147000,automatic,truck,grey,0,honda
2015,honda_civic_lx,3,4,gas,59396,automatic,sedan,grey,0,honda
2005,toyota_tundra,2,8,gas,209000,automatic,pickup,blue,1,toyota
2013,dodge_grand_caravan,2,6,gas,124085,automatic,mini-van,white,0,dodge
2010,ford_fusion,3,6,gas,62700,automatic,sedan,silver,0,ford
2012,jeep_grand_cherokee_laredo,3,6,gas,113909,automatic,SUV,unknown,1,jeep
2013,dodge_grand_caravan,2,6,gas,177638,automatic,mini-van,white,0,dodge
2016,jeep_cherokee,3,6,gas,42000,automatic,SUV,white,1,jeep
2014,ford_f-150,2,6,gas,120000,automatic,pickup,white,1,ford
2012,nissan_frontier,3,6,gas,64000,automatic,pickup,red,1,nissan
2017,ford_explorer,3,6,gas,83000,automatic,SUV,grey,1,ford
2000,toyota_corolla,2,4,gas,220000,automatic,coupe,brown,0,toyota
1999,chevrolet_silverado,1,8,gas,245000,automatic,truck,white,1,chevrolet
2012,chevrolet_silverado_2500hd,2,8,diesel,166053,automatic,truck,silver,1,chevrolet
2008,cadillac_escalade,3,8,gas,134591,automatic,SUV,black,1,cadillac
2013,jeep_wrangler,3,6,gas,64700,automatic,SUV,unknown,1,jeep
2014,ford_focus,3,4,gas,86000,automatic,sedan,black,0,ford
2017,dodge_grand_caravan,2,6,gas,22516,automatic,van,grey,0,dodge
2018,ford_escape,2,4,gas,2368,automatic,SUV,grey,0,ford
2015,toyota_camry,3,6,gas,103737,other,sedan,unknown,0,toyota
2014,ford_focus,3,4,gas,76563,automatic,sedan,red,0,ford
2017,subaru_outback,4,4,gas,67000,automatic,SUV,blue,1,subaru
2007,chevrolet_malibu,2,6,gas,153000,automatic,sedan,white,0,chevrolet
2017,ford_explorer,3,6,gas,27571,automatic,SUV,red,1,ford
2018,ford_f-150,3,6,gas,22091,automatic,pickup,silver,1,ford
1999,ford_f-250_super_duty,3,10,gas,169000,automatic,truck,green,1,ford
2018,chevrolet_equinox,3,4,gas,10038,automatic,SUV,brown,1,chevrolet
2018,ford_escape,3,4,gas,23689,automatic,SUV,silver,0,ford
2018,ford_ranger,3,4,gas,2414,automatic,pickup,silver,1,ford
2017,toyota_sienna,3,6,gas,22603,automatic,mini-van,silver,0,toyota
2018,hyundai_elantra,3,4,gas,19186,automatic,sedan,grey,0,hyundai
2015,ford_explorer,3,6,gas,65317,automatic,SUV,unknown,0,ford
2017,chrysler_300,3,6,gas,24764,automatic,sedan,white,1,chrysler
2017,hyundai_sonata,3,4,gas,38902,automatic,sedan,silver,0,hyundai
2017,toyota_tundra,0,8,gas,29328,automatic,pickup,white,1,toyota
2011,gmc_sierra_2500hd,3,8,gas,86521,automatic,truck,white,1,gmc
2015,gmc_sierra_1500,3,8,gas,69562,automatic,truck,white,1,gmc
1999,ford_f-250,2,8,diesel,230000,automatic,truck,green,1,ford
2012,honda_civic_lx,3,4,gas,65500,automatic,sedan,blue,0,honda
2017,nissan_altima,0,4,gas,60925,automatic,sedan,silver,0,nissan
2009,ram_1500,0,8,gas,102247,automatic,pickup,blue,1,ram
2009,toyota_camry,2,4,gas,99247,automatic,sedan,brown,0,toyota
2015,toyota_tacoma,3,4,gas,54500,manual,pickup,grey,0,toyota
2001,ford_f350,3,10,gas,130483,automatic,pickup,red,1,ford
2005,chevrolet_silverado_1500,2,8,gas,196709,automatic,pickup,unknown,1,chevrolet
2011,ram_1500,1,8,gas,123916,automatic,pickup,white,0,ram
2016,chevrolet_malibu,2,6,gas,83811,automatic,sedan,black,0,chevrolet
2013,hyundai_elantra,2,4,gas,155355,automatic,sedan,silver,0,hyundai
1978,chevrolet_corvette,2,8,gas,69000,manual,coupe,custom,0,chevrolet
2015,dodge_grand_caravan,3,6,gas,74379,automatic,mini-van,red,0,dodge
2011,ford_f-150,3,6,gas,121225,automatic,truck,unknown,0,ford
2018,ford_fusion,3,4,gas,45694,automatic,other,grey,0,ford
2001,ram_2500,1,8,gas,250000,automatic,truck,unknown,1,ram
2002,ford_f-150,1,8,gas,230000,automatic,pickup,unknown,1,ford
2015,chevrolet_silverado_1500_crew,2,8,gas,94954,automatic,pickup,silver,1,chevrolet
2009,gmc_acadia,1,6,gas,178034,automatic,SUV,unknown,0,gmc
2009,honda_civic,2,4,gas,127300,automatic,sedan,blue,0,honda
2003,ford_f-250_super_duty,2,8,diesel,171000,automatic,truck,white,1,ford
2014,chevrolet_silverado,3,8,gas,93250,automatic,pickup,white,0,chevrolet
2011,hyundai_sonata,3,4,gas,43500,automatic,sedan,unknown,0,hyundai
2017,jeep_cherokee,3,4,gas,42770,automatic,SUV,red,1,jeep
2014,chevrolet_silverado,3,8,gas,52500,automatic,truck,red,1,chevrolet
2015,toyota_camry_le,2,4,gas,39950,automatic,sedan,blue,0,toyota
2012,kia_soul,3,4,gas,76000,manual,sedan,green,0,kia
2012,ford_mustang,3,8,gas,27239,automatic,coupe,black,0,ford
2016,ford_escape,3,4,gas,84510,automatic,SUV,silver,0,ford
2001,ford_explorer,1,6,gas,200000,automatic,SUV,blue,0,ford
2016,chevrolet_silverado_1500,3,8,gas,38080,automatic,truck,unknown,1,chevrolet
2007,chrysler_town_&_country,2,6,gas,68144,automatic,mini-van,yellow,0,chrysler
2018,ram_1500,3,8,gas,28084,automatic,truck,black,1,ram
2012,ford_fusion,3,4,gas,136797,automatic,sedan,grey,0,ford
2015,ford_taurus,3,6,gas,101635,automatic,sedan,unknown,0,ford
2006,ram_2500,2,6,diesel,219272,automatic,truck,grey,1,ram
2011,ford_mustang,3,6,gas,82200,automatic,coupe,unknown,0,ford
2017,ford_explorer,3,6,gas,78914,automatic,other,black,1,ford
1999,ram_1500,1,6,gas,216300,automatic,pickup,white,1,ram
2005,jeep_liberty,3,6,gas,105000,automatic,SUV,red,1,jeep
2007,ford_explorer,2,6,gas,188049,automatic,SUV,brown,1,ford
2013,toyota_highlander,3,6,gas,110701,automatic,SUV,white,1,toyota
2003,chevrolet_tahoe,4,8,gas,140000,automatic,SUV,unknown,0,chevrolet
2011,kia_soul,2,4,gas,166000,manual,sedan,brown,0,kia
2017,chevrolet_malibu,4,4,gas,89000,automatic,sedan,black,0,chevrolet
2007,ford_fusion,2,4,gas,190305,automatic,sedan,custom,0,ford
2005,chevrolet_silverado,3,8,gas,143964,automatic,truck,red,1,chevrolet
2017,ford_fusion_se,3,4,gas,44515,automatic,sedan,grey,0,ford
2009,nissan_altima,2,4,gas,170000,automatic,sedan,unknown,0,nissan
2014,ford_mustang,3,6,gas,99750,automatic,coupe,black,0,ford
1996,chevrolet_impala,4,8,gas,90500,automatic,sedan,unknown,0,chevrolet
2011,chevrolet_traverse,3,6,gas,136720,automatic,SUV,blue,1,chevrolet
2013,ford_focus_se,3,4,gas,106383,automatic,sedan,grey,0,ford
2008,subaru_impreza,3,4,gas,134591,automatic,sedan,black,1,subaru
2007,toyota_corolla,3,4,gas,179000,automatic,sedan,unknown,0,toyota
2013,honda_civic_lx,2,4,gas,47000,automatic,sedan,red,0,honda
2009,toyota_camry_le,2,4,gas,129000,automatic,sedan,silver,0,toyota
2006,gmc_sierra,3,8,gas,218865,automatic,truck,red,1,gmc
2005,honda_civic,2,4,gas,200266,automatic,sedan,blue,0,honda
2004,jeep_liberty,4,6,gas,103000,automatic,SUV,white,0,jeep
2010,toyota_rav4,2,6,gas,81446,automatic,SUV,white,1,toyota
2013,chevrolet_equinox,3,4,gas,98000,automatic,SUV,unknown,0,chevrolet
2008,chevrolet_malibu,2,4,gas,147398,automatic,sedan,unknown,0,chevrolet
2003,ford_focus,3,4,gas,146000,automatic,sedan,unknown,0,ford
2001,honda_civic,3,4,gas,184544,automatic,sedan,silver,0,honda
2016,ram_2500,3,6,diesel,50000,manual,truck,silver,1,ram
2006,ram_1500,2,6,gas,156516,manual,truck,blue,0,ram
2018,chevrolet_colorado,3,4,gas,62267,automatic,other,white,0,chevrolet
2013,chrysler_town_&_country,2,6,gas,105500,automatic,van,blue,0,chrysler
2014,toyota_tacoma,3,6,gas,65276,automatic,truck,unknown,1,toyota
2012,ford_focus_se,3,4,gas,85604,automatic,sedan,unknown,0,ford
2013,ram_1500,2,6,gas,150000,automatic,truck,white,0,ram
2012,chevrolet_impala,4,6,gas,121000,automatic,sedan,black,0,chevrolet
2004,chevrolet_silverado,4,8,gas,245000,automatic,truck,grey,1,chevrolet
2006,toyota_tundra,3,8,gas,209000,automatic,truck,unknown,0,toyota
1998,jeep_cherokee,2,6,gas,171328,automatic,SUV,white,0,jeep
2015,ford_mustang_gt_coupe_2d,2,8,gas,38415,automatic,coupe,silver,0,ford
2012,nissan_altima,3,4,gas,106493,automatic,sedan,silver,0,nissan
2017,chevrolet_camaro_lt_coupe_2d,2,6,gas,35807,other,coupe,black,0,chevrolet
2010,chevrolet_camaro,3,6,gas,126000,automatic,coupe,unknown,0,chevrolet
1997,ford_expedition,2,8,gas,236600,automatic,SUV,grey,1,ford
2006,ford_f-250,2,8,gas,156516,automatic,truck,orange,0,ford
2014,ram_1500,3,8,gas,134000,automatic,pickup,blue,1,ram
2017,ford_f-150,3,8,gas,31000,manual,truck,silver,0,ford
2008,ram_2500,2,6,gas,214330,automatic,truck,silver,1,ram
1993,honda_civic,2,4,gas,179975,manual,sedan,unknown,0,honda
2013,chevrolet_impala,2,6,hybrid,134000,automatic,sedan,grey,0,chevrolet
2013,ram_1500,2,8,gas,102722,automatic,truck,white,1,ram
2015,gmc_sierra_1500,2,8,gas,80991,automatic,truck,brown,1,gmc
2017,ford_focus,2,4,gas,34015,automatic,sedan,unknown,0,ford
2007,subaru_impreza,2,4,gas,153000,manual,sedan,grey,1,subaru
2012,ford_focus,2,4,gas,96828,automatic,hatchback,unknown,0,ford
2010,ford_edge,4,6,gas,115000,automatic,SUV,grey,1,ford
2005,honda_accord,2,6,gas,227000,automatic,coupe,unknown,0,honda
2007,ford_f-150,3,8,gas,137000,automatic,truck,unknown,1,ford
2007,jeep_liberty,3,6,gas,170462,automatic,SUV,black,1,jeep
2010,toyota_prius,3,4,hybrid,147000,automatic,hatchback,white,0,toyota
2009,jeep_grand_cherokee_laredo,3,6,gas,155000,automatic,SUV,red,0,jeep
2014,ford_edge,3,6,gas,63251,automatic,SUV,red,0,ford
2003,honda_odyssey,3,4,gas,145000,automatic,SUV,silver,0,honda
2000,toyota_tundra,2,8,gas,1,automatic,truck,red,1,toyota
2011,chevrolet_silverado,3,8,diesel,170000,automatic,pickup,unknown,1,chevrolet
2010,ford_f-150,3,8,gas,129400,automatic,truck,white,0,ford
2018,nissan_frontier_crew_cab_sv,2,6,gas,21582,other,pickup,black,1,nissan
2016,honda_pilot,3,6,gas,26900,automatic,SUV,white,0,honda
2007,ford_econoline,2,8,gas,87000,automatic,van,white,0,ford
2009,hyundai_sonata,3,6,gas,109000,automatic,sedan,blue,0,hyundai
2015,chrysler_300,3,6,gas,42092,automatic,sedan,white,0,chrysler
2006,chrysler_300,4,6,gas,180000,automatic,sedan,green,0,chrysler
2001,ford_f-150,2,8,gas,181060,automatic,truck,unknown,0,ford
2014,toyota_tundra,3,8,gas,72000,automatic,truck,unknown,1,toyota
2017,nissan_frontier_crew_cab_sv,2,6,gas,27493,other,pickup,grey,1,nissan
2010,ford_focus,4,4,gas,115000,automatic,sedan,unknown,0,ford
2017,chevrolet_colorado,3,6,gas,10700,automatic,truck,white,0,chevrolet
2003,volkswagen_passat,3,4,gas,140000,automatic,wagon,unknown,0,volkswagen
2019,nissan_frontier_crew_cab_sv,2,6,gas,10899,other,pickup,unknown,1,nissan
2009,chevrolet_equinox,3,6,gas,145558,automatic,SUV,blue,0,chevrolet
2017,nissan_frontier_crew_cab_sv,2,6,gas,40002,other,pickup,white,0,nissan
2015,toyota_rav4,3,4,gas,62434,automatic,SUV,red,1,toyota
2007,dodge_dakota,3,6,gas,183351,automatic,sedan,white,0,dodge
2011,subaru_forester,2,4,gas,130542,manual,SUV,grey,1,subaru
2016,chevrolet_camaro,3,8,gas,12900,automatic,coupe,black,0,chevrolet
2004,chevrolet_silverado,2,6,gas,187600,automatic,pickup,custom,0,chevrolet
2014,ram_3500,3,6,gas,200000,automatic,pickup,red,0,ram
2013,volkswagen_passat,3,4,diesel,75129,automatic,sedan,blue,0,volkswagen
2006,chevrolet_impala,3,6,gas,146331,automatic,sedan,grey,0,chevrolet
2014,ford_f150,4,6,gas,164000,automatic,truck,black,1,ford
2014,jeep_wrangler,3,6,gas,95000,manual,SUV,white,1,jeep
2011,ford_escape,3,6,gas,98966,automatic,wagon,grey,1,ford
2008,ford_escape,3,6,gas,65416,automatic,wagon,grey,1,ford
2010,chevrolet_silverado_2500hd,3,8,gas,122686,automatic,truck,unknown,1,chevrolet
2013,jeep_wrangler_unlimited,3,6,gas,85737,automatic,SUV,black,1,jeep
2008,honda_civic,2,4,gas,104000,automatic,coupe,silver,0,honda
2007,gmc_sierra_2500hd,3,8,gas,124284,automatic,pickup,unknown,1,gmc
2017,ford_f150_supercrew_cab_xlt,2,6,gas,30339,automatic,pickup,brown,1,ford
2001,toyota_prius,3,4,gas,257009,automatic,hatchback,silver,0,toyota
2009,chevrolet_trailblazer,3,6,gas,149000,automatic,SUV,white,1,chevrolet
2007,ford_f-150,2,8,gas,168200,automatic,pickup,silver,1,ford
2012,ram_2500,3,6,diesel,120069,manual,pickup,white,1,ram
2015,chevrolet_silverado_2500hd,3,8,diesel,78327,automatic,pickup,unknown,1,chevrolet
2001,ford_f-250_super_duty,1,8,gas,149642,automatic,pickup,red,1,ford
2006,chevrolet_silverado,2,8,gas,202000,automatic,pickup,white,1,chevrolet
2018,chevrolet_camaro_lt_coupe_2d,2,6,gas,2121,other,coupe,blue,0,chevrolet
2009,chrysler_300,3,6,gas,116000,automatic,sedan,grey,0,chrysler
2011,kia_soul,3,4,gas,98892,manual,SUV,silver,0,kia
2018,chevrolet_camaro_lt_coupe_2d,2,6,gas,19765,other,coupe,unknown,0,chevrolet
2006,subaru_outback,2,4,gas,170000,automatic,wagon,silver,1,subaru
2010,honda_accord,3,4,gas,122087,automatic,sedan,silver,0,honda
2002,ram_1500,1,8,gas,164733,automatic,pickup,white,0,ram
2017,ford_f-150,3,6,gas,67234,automatic,truck,black,1,ford
2018,honda_civic,4,4,gas,12700,automatic,sedan,white,0,honda
2014,gmc_yukon,3,8,gas,101948,automatic,SUV,silver,1,gmc
2016,ram_1500,3,8,gas,138474,automatic,truck,black,1,ram
2009,ford_f-150,3,8,gas,129031,automatic,truck,red,1,ford
2011,chevrolet_tahoe,3,8,gas,130042,automatic,SUV,black,1,chevrolet
2010,toyota_corolla,3,4,gas,101029,automatic,sedan,custom,0,toyota
2013,ford_explorer,3,6,gas,74203,automatic,wagon,white,1,ford
2013,honda_cr-v,3,4,gas,78633,automatic,wagon,grey,1,honda
2011,chevrolet_suburban,3,8,gas,109156,automatic,SUV,unknown,1,chevrolet
2017,honda_cr-v,3,4,gas,44150,automatic,wagon,black,1,honda
2012,ford_escape,3,6,gas,91881,automatic,wagon,silver,1,ford
2010,chevrolet_silverado_2500hd,3,8,gas,122528,automatic,truck,unknown,1,chevrolet
2008,ford_escape,3,6,gas,101170,automatic,wagon,silver,1,ford
2008,ford_escape,3,6,gas,126293,automatic,wagon,grey,1,ford
2007,jeep_grand_cherokee,3,6,gas,133751,automatic,wagon,black,1,jeep
2001,ford_f-250,2,10,gas,84000,automatic,pickup,silver,1,ford
2008,honda_cr-v,2,4,gas,176000,automatic,SUV,unknown,0,honda
2004,chevrolet_tahoe,2,8,gas,233000,automatic,SUV,silver,1,chevrolet
2008,chevrolet_impala,3,6,gas,83000,automatic,sedan,black,0,chevrolet
2000,honda_odyssey,2,6,gas,217000,automatic,mini-van,unknown,0,honda
2003,bmw_x5,2,6,gas,149000,automatic,SUV,grey,1,bmw
2007,gmc_acadia,3,6,gas,154350,automatic,SUV,brown,0,gmc
2009,ford_fusion,2,4,gas,145000,automatic,sedan,silver,0,ford
2011,toyota_camry,3,4,gas,93563,automatic,sedan,blue,0,toyota
2016,nissan_rogue,2,4,gas,55189,automatic,wagon,white,0,nissan
2013,buick_enclave,2,6,gas,103534,automatic,wagon,grey,0,buick
2013,chevrolet_impala,3,6,gas,138404,automatic,sedan,white,0,chevrolet
2000,jeep_wrangler,2,4,gas,138000,manual,offroad,yellow,1,jeep
2012,honda_accord,4,4,gas,52000,automatic,sedan,black,0,honda
2011,honda_accord,3,4,gas,116000,automatic,sedan,silver,0,honda
2011,honda_civic,3,4,gas,71322,automatic,sedan,unknown,0,honda
2009,nissan_rogue,2,4,gas,120000,automatic,SUV,silver,0,nissan
2017,toyota_corolla,3,4,gas,73700,automatic,sedan,blue,0,toyota
2015,toyota_corolla,3,4,gas,78327,automatic,sedan,silver,0,toyota
2004,ford_explorer,3,6,gas,195000,automatic,SUV,white,1,ford
2014,jeep_grand_cherokee_laredo,3,6,gas,108000,automatic,SUV,grey,1,jeep
2011,toyota_tacoma,3,6,gas,90929,automatic,truck,brown,0,toyota
2012,chevrolet_camaro_lt_coupe_2d,2,6,gas,16684,other,coupe,black,0,chevrolet
2017,honda_civic,3,4,gas,38902,automatic,sedan,grey,0,honda
2003,chevrolet_trailblazer,3,6,gas,166000,automatic,SUV,unknown,0,chevrolet
2000,honda_civic,2,4,gas,169000,automatic,sedan,silver,0,honda
2014,toyota_tacoma,3,4,gas,77774,manual,truck,grey,0,toyota
2013,honda_civic,4,4,gas,87600,automatic,sedan,silver,1,honda
2010,chevrolet_camaro,3,6,gas,46416,manual,coupe,green,0,chevrolet
2009,chevrolet_malibu,2,4,gas,160033,automatic,sedan,unknown,0,chevrolet
2016,nissan_sentra,2,4,gas,55189,automatic,sedan,red,0,nissan
2012,ford_explorer,2,6,gas,206000,automatic,SUV,blue,0,ford
2004,toyota_4runner,2,6,gas,165438,automatic,wagon,white,0,toyota
2000,toyota_tundra,4,8,gas,149000,automatic,truck,unknown,0,toyota
2017,ford_explorer,2,6,gas,46892,automatic,SUV,blue,1,ford
2001,ford_f-150,1,8,gas,186700,automatic,truck,unknown,1,ford
2008,chevrolet_suburban,3,8,gas,235000,automatic,SUV,black,1,chevrolet
2013,toyota_prius,3,4,hybrid,90000,automatic,sedan,white,0,toyota
2003,ram_2500,1,6,diesel,258000,automatic,pickup,white,1,ram
2009,toyota_camry_le,2,4,gas,142000,automatic,sedan,red,0,toyota
2006,ford_f-150,2,8,gas,116000,automatic,truck,grey,0,ford
2016,chevrolet_silverado_1500,3,8,gas,36559,automatic,truck,unknown,1,chevrolet
2012,nissan_frontier,3,6,gas,104650,automatic,truck,grey,1,nissan
2008,honda_civic_lx,2,4,gas,132000,automatic,sedan,silver,0,honda
2004,chevrolet_silverado_2500hd,3,8,diesel,296000,automatic,truck,unknown,1,chevrolet
2012,ram_1500,3,8,gas,98555,automatic,pickup,unknown,0,ram
2006,ford_fusion,4,4,gas,92604,manual,sedan,unknown,0,ford
2008,honda_civic_lx,2,4,gas,162000,manual,sedan,blue,0,honda
2010,jeep_wrangler,3,6,gas,138000,automatic,SUV,silver,1,jeep
2014,toyota_corolla,3,4,gas,55890,automatic,sedan,grey,0,toyota
2005,honda_pilot,2,6,gas,196000,automatic,SUV,black,1,honda
2011,gmc_acadia,2,6,gas,130271,automatic,SUV,brown,1,gmc
2018,hyundai_elantra,3,4,gas,20811,automatic,sedan,black,0,hyundai
2013,volkswagen_passat,4,4,diesel,47310,automatic,sedan,unknown,0,volkswagen
2016,ford_focus,3,4,gas,138896,automatic,sedan,black,0,ford
2010,toyota_prius,3,4,gas,79600,automatic,hatchback,white,0,toyota
2011,jeep_grand_cherokee,2,8,gas,51662,automatic,SUV,grey,1,jeep
2016,nissan_sentra,3,4,gas,50000,automatic,sedan,silver,0,nissan
2015,ford_edge,2,4,gas,32083,automatic,wagon,black,1,ford
2015,kia_soul,3,4,gas,87500,manual,hatchback,grey,0,kia
2014,chevrolet_silverado_1500_crew,2,8,gas,68607,automatic,pickup,black,1,chevrolet
2002,chevrolet_trailblazer,2,6,gas,178000,automatic,SUV,grey,1,chevrolet
2004,honda_civic_lx,2,4,gas,146000,automatic,sedan,grey,0,honda
2013,gmc_sierra_1500,2,8,gas,45228,automatic,truck,white,1,gmc
2003,jeep_grand_cherokee,3,6,gas,0,automatic,SUV,green,1,jeep
2006,chevrolet_corvette,3,8,gas,110900,manual,coupe,unknown,0,chevrolet
2016,nissan_sentra,2,4,gas,38816,automatic,sedan,silver,0,nissan
2005,ford_expedition,2,8,gas,116222,automatic,wagon,unknown,1,ford
2003,cadillac_escalade,3,8,gas,169518,automatic,SUV,red,1,cadillac
2008,subaru_outback,3,4,gas,99993,automatic,wagon,blue,1,subaru
2009,ford_escape,3,6,gas,130000,automatic,SUV,black,1,ford
2016,toyota_tacoma,3,6,gas,39000,automatic,pickup,grey,1,toyota
2015,gmc_sierra_1500,3,8,gas,126000,automatic,pickup,silver,1,gmc
2016,ram_1500,3,8,gas,71000,automatic,pickup,white,1,ram
2014,gmc_sierra_1500,3,8,gas,67000,automatic,pickup,black,1,gmc
2014,ford_focus,2,4,gas,96479,manual,hatchback,red,0,ford
2009,ford_f150,2,8,gas,140150,automatic,pickup,green,1,ford
1970,chevrolet_corvette,2,8,gas,110000,automatic,convertible,yellow,0,chevrolet
2013,nissan_maxima,2,6,gas,102300,automatic,sedan,silver,0,nissan
2007,honda_odyssey,2,6,gas,204069,automatic,mini-van,silver,0,honda
2015,chevrolet_silverado_2500hd,3,8,other,91368,automatic,truck,white,1,chevrolet
2014,jeep_grand_cherokee_laredo,2,6,gas,95000,automatic,SUV,black,1,jeep
1997,dodge_dakota,1,6,gas,250000,automatic,truck,blue,1,dodge
2009,toyota_tundra,2,8,gas,138000,automatic,truck,grey,1,toyota
2012,ford_escape,4,6,gas,70775,automatic,SUV,white,0,ford
2017,chevrolet_camaro_lt_coupe_2d,2,6,gas,28936,other,coupe,grey,0,chevrolet
2010,nissan_altima,3,4,gas,148247,automatic,sedan,white,0,nissan
2010,volkswagen_passat,4,4,gas,117700,automatic,sedan,blue,0,volkswagen
2006,ford_f150,2,8,gas,220000,automatic,truck,black,0,ford
2014,chevrolet_traverse,2,6,gas,61260,automatic,SUV,silver,1,chevrolet
2013,kia_sorento,2,4,gas,87397,automatic,SUV,silver,1,kia
2000,toyota_4runner,2,6,gas,179634,manual,SUV,silver,1,toyota
2009,ford_explorer,3,6,gas,179000,automatic,SUV,white,1,ford
2000,volkswagen_passat,3,4,gas,159000,manual,sedan,silver,0,volkswagen
2000,toyota_4runner,3,6,gas,262564,automatic,SUV,unknown,0,toyota
2004,jeep_wrangler,2,4,gas,81000,automatic,SUV,black,1,jeep
2006,nissan_murano,3,6,gas,195331,automatic,SUV,blue,0,nissan
2001,honda_accord,2,4,gas,193000,automatic,sedan,silver,0,honda
2016,chrysler_300,2,6,gas,47817,automatic,sedan,grey,0,chrysler
2015,jeep_wrangler,4,6,gas,131200,automatic,SUV,unknown,1,jeep
2011,ford_f350_super_duty,2,8,gas,130271,automatic,pickup,white,0,ford
2010,chevrolet_tahoe,2,8,gas,150,automatic,SUV,white,0,chevrolet
2003,toyota_tacoma,3,6,gas,146000,automatic,truck,silver,0,toyota
2010,toyota_sienna,3,6,gas,148000,automatic,mini-van,blue,0,toyota
2010,ford_mustang_gt_coupe_2d,2,8,gas,52624,other,coupe,blue,0,ford
