,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,brand
43513,14500,2012,gmc sierra 2500hd,2,8,gas,110000,automatic,truck,black,1,gmc
43514,8400,2009,toyota rav4,3,4,gas,258000,automatic,SUV,white,0,toyota
43515,7950,2004,chevrolet silverado 1500,2,8,gas,173300,automatic,pickup,silver,1,chevrolet
43516,25900,2011,ford f-250 sd,2,8,diesel,137576,automatic,truck,white,1,ford
43517,4900,2002,chevrolet silverado 1500,1,8,gas,130000,automatic,pickup,unknown,1,chevrolet
43518,9500,2008,chevrolet silverado 1500,2,8,gas,154250,automatic,truck,white,1,chevrolet
43519,9500,1998,chevrolet corvette,3,8,gas,97000,automatic,convertible,grey,0,chevrolet
43520,600,2001,chevrolet silverado,1,6,gas,293000,automatic,truck,unknown,0,chevrolet
43521,10900,2016,chevrolet cruze,4,4,gas,47847,automatic,sedan,red,0,chevrolet
43522,7000,2015,ford focus,3,4,gas,85000,automatic,sedan,unknown,0,ford
43523,5950,2012,nissan sentra,4,4,gas,118950,automatic,sedan,black,0,nissan
43524,3950,2007,nissan versa,3,4,gas,130205,automatic,hatchback,white,0,nissan
43525,2800,2005,chevrolet impala,2,4,gas,83815,automatic,sedan,red,0,chevrolet
43526,3450,2007,dodge grand caravan,2,6,gas,181000,automatic,mini-van,blue,0,dodge
43527,25600,2017,ford mustang gt coupe 2d,2,8,gas,42957,other,coupe,black,0,ford
43528,9500,2014,chevrolet malibu,3,4,gas,71000,automatic,sedan,black,0,chevrolet
43529,19900,2012,ram 2500,2,8,diesel,217250,automatic,truck,unknown,1,ram
43530,28500,2017,dodge charger,2,8,gas,37577,automatic,sedan,unknown,0,dodge
43531,25900,2009,gmc sierra 2500hd,2,8,diesel,164987,automatic,truck,black,1,gmc
43532,15900,2007,ram 3500,2,8,diesel,142650,automatic,truck,black,0,ram
43533,31900,2015,chevrolet silverado 2500hd,2,8,diesel,154613,automatic,truck,black,1,chevrolet
43534,15995,2012,chevrolet silverado,3,8,gas,99000,automatic,pickup,blue,0,chevrolet
43535,19990,2015,ford f250,2,8,gas,84000,automatic,pickup,white,1,ford
43536,22100,2019,nissan frontier crew cab sv,2,6,gas,20168,other,pickup,white,1,nissan
43537,20900,2013,ford f-350 sd,2,8,diesel,155857,automatic,truck,unknown,1,ford
43538,9800,2009,dodge grand caravan,3,6,gas,55395,automatic,mini-van,silver,0,dodge
43540,5500,2009,honda accord,3,4,gas,154000,automatic,sedan,white,0,honda
43541,7800,2011,toyota camry,4,4,gas,150800,automatic,sedan,white,0,toyota
43542,3500,2003,ram 1500,3,8,gas,232012,automatic,truck,grey,0,ram
43543,6500,2009,chevrolet tahoe,2,8,gas,132690,automatic,SUV,red,1,chevrolet
43544,25900,2015,chevrolet silverado 1500,4,8,diesel,71000,automatic,pickup,brown,1,chevrolet
43545,8200,2015,chrysler 200,4,4,gas,69000,automatic,sedan,black,0,chrysler
43546,8995,2011,ford f350 super duty,3,8,gas,111800,automatic,pickup,white,0,ford
43547,3500,1995,jeep grand cherokee,2,6,gas,205161,automatic,SUV,white,1,jeep
43548,10500,1999,ford f250 super duty,4,8,diesel,260000,automatic,truck,silver,1,ford
43549,3800,1991,jeep wrangler,3,4,gas,170000,manual,SUV,unknown,1,jeep
43550,24250,2017,subaru forester,3,4,gas,46000,automatic,SUV,red,1,subaru
43551,10995,2011,gmc sierra 1500,3,8,gas,160708,automatic,pickup,white,1,gmc
43552,6000,2003,ram 1500,2,6,gas,102000,automatic,pickup,green,1,ram
43553,2995,2009,ford expedition,1,8,gas,152551,automatic,SUV,white,1,ford
43554,7450,2013,chevrolet impala,3,6,gas,116000,automatic,sedan,red,0,chevrolet
43555,6950,2004,ford ranger,2,6,gas,181384,automatic,truck,silver,1,ford
43556,3850,2010,nissan altima,2,4,gas,130608,automatic,sedan,silver,0,nissan
43557,6950,2010,toyota prius,2,4,hybrid,187528,automatic,hatchback,grey,0,toyota
43558,30487,2015,toyota tundra,4,8,gas,52500,automatic,truck,unknown,1,toyota
43559,30486,2015,toyota tundra,4,8,gas,71000,automatic,truck,red,1,toyota
43560,3550,2008,ford focus,2,4,gas,161937,automatic,coupe,black,0,ford
43562,21900,2015,ford f-150,3,8,gas,73724,automatic,truck,grey,1,ford
43563,10900,2012,chevrolet silverado,1,6,gas,101000,automatic,pickup,blue,1,chevrolet
43564,7600,2009,jeep grand cherokee,3,8,gas,108000,automatic,SUV,unknown,1,jeep
43565,14000,2003,ford f250 super duty,3,8,diesel,146000,automatic,pickup,unknown,1,ford
43566,8500,2009,ram 3500,3,6,diesel,185000,automatic,pickup,silver,0,ram
43567,4450,2006,honda civic,2,4,gas,207,manual,sedan,blue,0,honda
43569,27900,2014,jeep wrangler,3,6,gas,30000,automatic,SUV,black,1,jeep
43570,2500,2003,toyota camry,2,4,gas,191000,automatic,sedan,silver,0,toyota
43571,1950,2002,ford taurus,2,6,gas,263,automatic,wagon,brown,0,ford
43572,4395,2005,honda cr-v,3,4,gas,229000,automatic,SUV,silver,1,honda
43573,9995,2010,honda pilot,3,6,gas,131000,automatic,SUV,unknown,1,honda
43574,7300,2011,chevrolet silverado,2,6,gas,157911,automatic,pickup,white,0,chevrolet
43575,13995,2015,chevrolet silverado 1500,2,8,gas,131930,automatic,pickup,white,1,chevrolet
43576,19978,2015,gmc sierra 1500,3,8,gas,94641,automatic,pickup,white,1,gmc
43577,6499,2012,toyota camry,3,4,gas,163580,automatic,sedan,unknown,0,toyota
43578,7000,2012,honda civic,2,4,gas,92100,automatic,sedan,grey,0,honda
43579,3700,2009,ford focus,3,4,gas,134700,automatic,sedan,custom,0,ford
43580,18750,2013,jeep wrangler unlimited,3,6,gas,98000,automatic,SUV,unknown,1,jeep
43581,6299,2013,chevrolet malibu,3,4,gas,135000,automatic,sedan,unknown,0,chevrolet
43582,9800,2014,chevrolet silverado 1500,5,6,gas,215000,automatic,van,white,0,chevrolet
43583,3950,1995,jeep wrangler,2,4,gas,120718,manual,SUV,black,1,jeep
43584,3500,2004,subaru impreza,2,4,gas,191000,manual,hatchback,green,1,subaru
43585,32000,2019,ford f-150,3,6,gas,14531,automatic,pickup,white,1,ford
43587,2800,2003,ford f-150,2,8,gas,170000,automatic,truck,green,1,ford
43589,13499,2014,toyota tacoma,3,4,gas,120000,manual,pickup,unknown,1,toyota
43590,21995,2011,toyota tacoma,3,6,gas,50700,automatic,pickup,custom,1,toyota
43591,3500,2011,dodge grand caravan,3,3,gas,196000,automatic,mini-van,black,0,dodge
43592,3900,2005,ford escape,3,6,gas,153000,automatic,SUV,white,1,ford
43593,1900,1999,chevrolet suburban,2,8,gas,173347,automatic,SUV,unknown,1,chevrolet
43594,12800,2011,toyota sienna,3,6,gas,135671,automatic,mini-van,black,0,toyota
43595,3650,2007,honda civic,3,4,gas,145,automatic,sedan,grey,0,honda
43596,7200,2010,toyota rav4,3,4,gas,180000,automatic,SUV,silver,1,toyota
43597,6995,2009,ford edge,3,6,gas,130000,automatic,SUV,white,0,ford
43598,2995,1999,jeep cherokee,2,6,gas,174640,automatic,SUV,white,1,jeep
43599,18495,2014,ram 1500,2,8,gas,80885,automatic,truck,unknown,1,ram
43600,7495,2008,dodge dakota,2,6,gas,83278,other,truck,white,1,dodge
43601,8995,2014,chevrolet malibu,2,4,gas,82470,automatic,sedan,blue,0,chevrolet
43603,3495,2010,ford fusion,2,4,gas,175462,automatic,sedan,black,0,ford
43604,19495,2016,chevrolet colorado,2,6,gas,65943,automatic,truck,grey,1,chevrolet
43605,8995,2013,ford escape,2,4,gas,106375,automatic,SUV,white,1,ford
43606,3995,2011,nissan altima,2,4,gas,153565,automatic,sedan,unknown,0,nissan
43607,4495,2009,ford escape,2,4,gas,148239,automatic,SUV,grey,0,ford
43608,31000,2013,ram 2500,3,6,diesel,127939,automatic,pickup,white,1,ram
43609,12200,2017,ford fusion se,3,4,gas,73500,automatic,sedan,grey,0,ford
43610,29300,2017,toyota 4runner,3,6,gas,47000,automatic,SUV,unknown,1,toyota
43611,31600,2015,gmc sierra 1500,3,8,gas,78327,automatic,pickup,black,1,gmc
43612,5000,2011,hyundai sonata,0,4,gas,32325,automatic,sedan,blue,0,hyundai
43613,500,1998,ford explorer,1,6,gas,223000,automatic,SUV,yellow,0,ford
43614,13950,2009,ford explorer,3,6,gas,120841,automatic,SUV,red,0,ford
43615,10995,2013,chevrolet malibu,3,4,gas,88252,automatic,sedan,silver,0,chevrolet
43616,14995,2013,volkswagen passat,3,4,diesel,34476,automatic,sedan,unknown,0,volkswagen
43617,16250,2011,ford f-150,3,8,gas,96500,automatic,pickup,unknown,1,ford
43618,8900,2013,chrysler town & country,3,6,gas,133443,automatic,mini-van,brown,0,chrysler
43619,15995,2013,volkswagen passat,3,4,diesel,18306,automatic,sedan,red,0,volkswagen
43620,15995,2013,volkswagen passat,3,4,diesel,18402,automatic,sedan,black,0,volkswagen
43621,9995,2010,toyota highlander,3,4,gas,162000,automatic,SUV,black,0,toyota
43622,10500,2010,ram 1500,3,8,gas,131500,automatic,pickup,blue,1,ram
43623,2900,2002,jeep grand cherokee laredo,2,6,gas,138450,automatic,wagon,grey,1,jeep
43624,3900,2013,hyundai sonata,2,4,gas,169000,automatic,sedan,blue,0,hyundai
43625,2600,2007,volkswagen passat,2,4,gas,168000,automatic,wagon,blue,0,volkswagen
43626,3900,2005,ford f250 super duty,1,8,gas,185000,automatic,truck,white,1,ford
43627,2800,2003,hyundai sonata,2,6,gas,85277,automatic,sedan,silver,0,hyundai
43628,1500,2004,jeep grand cherokee,1,6,gas,198000,automatic,SUV,brown,0,jeep
43629,3500,2005,jeep liberty,3,6,gas,130000,automatic,SUV,blue,1,jeep
43630,1200,2002,toyota corolla,1,4,gas,133000,automatic,sedan,grey,0,toyota
43631,26000,2017,ram 1500,2,8,gas,40862,automatic,truck,unknown,1,ram
43632,2995,1999,jeep cherokee,2,6,gas,174640,automatic,SUV,white,1,jeep
43633,4995,2002,gmc yukon,2,8,gas,179520,automatic,SUV,unknown,1,gmc
43634,11995,2011,ram 1500,2,8,gas,116861,automatic,truck,white,1,ram
43635,7995,2008,ram 1500,2,8,gas,132346,automatic,truck,white,1,ram
43636,18995,2011,ford f-150,2,6,gas,130271,automatic,truck,red,1,ford
43637,8000,2001,chevrolet suburban,3,8,gas,135000,automatic,SUV,green,1,chevrolet
43638,18495,2014,ram 1500,2,8,gas,80885,automatic,truck,white,1,ram
43639,4995,2005,ford f-150,2,8,gas,138760,automatic,truck,red,1,ford
43640,7995,2004,ram 1500,2,8,gas,124449,automatic,truck,grey,1,ram
43641,6495,2002,ford f-250 sd,2,10,gas,167062,automatic,truck,unknown,0,ford
43642,8995,2013,ford escape,2,4,gas,125588,automatic,SUV,white,1,ford
43643,19495,2016,chevrolet colorado,2,6,gas,65943,automatic,truck,unknown,1,chevrolet
43644,16995,2011,chevrolet suburban,2,8,gas,112694,automatic,SUV,white,1,chevrolet
43645,3995,2001,ford f-150,2,8,gas,207269,automatic,truck,black,0,ford
43646,7495,2008,dodge dakota,2,6,gas,83278,other,truck,white,1,dodge
43647,7000,2014,toyota camry le,4,4,gas,77000,automatic,sedan,unknown,0,toyota
43648,12000,2013,volkswagen passat,3,4,diesel,67909,automatic,sedan,unknown,0,volkswagen
43649,5995,2012,dodge grand caravan,3,6,gas,109000,automatic,van,unknown,0,dodge
43650,22500,2014,gmc sierra 1500,3,8,gas,86000,automatic,truck,blue,1,gmc
43651,13900,2017,chevrolet equinox,4,4,gas,36000,automatic,SUV,black,0,chevrolet
43652,3700,2011,chevrolet impala,3,6,gas,196000,automatic,sedan,blue,0,chevrolet
43653,14000,2009,ford f-150,3,8,gas,104150,automatic,pickup,blue,1,ford
43654,11000,2010,chevrolet suburban,3,8,gas,194723,automatic,SUV,white,1,chevrolet
43655,3200,2000,toyota tacoma,2,4,gas,170000,automatic,pickup,black,1,toyota
43656,2750,2002,ford f-150,1,8,gas,176500,automatic,pickup,blue,1,ford
43657,9495,2007,cadillac escalade,3,8,gas,183000,automatic,SUV,white,1,cadillac
43658,3900,2014,ford f250 super duty,1,8,gas,82300,automatic,truck,white,1,ford
43659,14990,2012,ford f150 supercrew cab xlt,3,8,gas,95496,automatic,truck,white,0,ford
43660,5999,2011,hyundai santa fe,2,6,gas,130271,automatic,SUV,black,1,hyundai
43661,12995,2017,nissan altima,3,6,gas,38902,automatic,sedan,white,0,nissan
43662,32500,2018,jeep wrangler unlimited,3,6,gas,23689,automatic,convertible,red,1,jeep
43663,500,2000,nissan altima,1,4,gas,270000,automatic,sedan,purple,0,nissan
43664,12500,2005,chevrolet silverado,3,8,gas,125000,automatic,truck,unknown,1,chevrolet
43665,9950,2012,nissan murano,3,6,gas,104000,automatic,SUV,unknown,1,nissan
43666,13450,2014,honda cr-v,4,4,gas,133422,automatic,SUV,white,0,honda
43667,8875,2010,ford f250,3,8,diesel,192000,manual,pickup,silver,1,ford
43668,9950,2012,chevrolet traverse,3,6,gas,119940,automatic,SUV,white,1,chevrolet
43669,28900,2015,ford f-150,2,6,gas,117397,automatic,truck,white,1,ford
43670,14900,2011,ford f-150,2,8,gas,113412,automatic,truck,white,0,ford
43671,15900,2018,dodge grand caravan,2,6,gas,51051,automatic,van,grey,0,dodge
43672,16900,2011,ram 1500,2,8,gas,65502,automatic,truck,white,1,ram
43673,29900,2016,ford f-250 sd,2,8,gas,55189,automatic,truck,grey,1,ford
43674,3995,2001,gmc sierra,2,6,gas,210000,automatic,pickup,brown,0,gmc
43675,8450,2014,ram 3500,3,6,gas,200649,automatic,truck,unknown,0,ram
43676,3950,2010,nissan versa,3,4,gas,117830,automatic,hatchback,white,0,nissan
43677,10990,2014,honda cr-v,3,4,gas,140000,automatic,SUV,black,1,honda
43678,11950,2014,toyota corolla,3,4,gas,54000,automatic,sedan,unknown,0,toyota
43679,3299,2001,ram 2500,1,6,diesel,125000,automatic,pickup,white,0,ram
43680,6900,2013,chrysler 200,2,4,gas,106375,automatic,sedan,silver,0,chrysler
43681,7000,2008,subaru outback,0,4,gas,225000,automatic,hatchback,brown,1,subaru
43682,3300,2002,hyundai sonata,3,6,gas,159000,automatic,sedan,silver,0,hyundai
43683,26600,2016,ford mustang gt coupe 2d,2,8,gas,31100,other,coupe,black,0,ford
43684,7950,2015,volkswagen passat,3,4,gas,77000,automatic,sedan,unknown,0,volkswagen
43685,10950,2012,toyota highlander,3,6,gas,153000,automatic,SUV,black,1,toyota
43686,18999,2000,ram 3500,3,6,diesel,43600,automatic,pickup,green,0,ram
43687,5950,2008,ford mustang,3,6,gas,110000,automatic,coupe,grey,0,ford
43688,8950,2014,ford focus,3,4,gas,72000,automatic,sedan,grey,0,ford
43689,15950,2014,ford f-150,3,6,gas,140000,automatic,truck,black,1,ford
43690,26950,2015,ford f-150,3,8,gas,88000,automatic,pickup,brown,1,ford
43691,7950,2012,ford fusion,3,6,gas,115000,automatic,sedan,unknown,1,ford
43692,11950,2016,ford escape,3,4,gas,94000,automatic,SUV,unknown,0,ford
43693,10950,2017,chevrolet cruze,3,4,gas,53000,automatic,hatchback,red,0,chevrolet
43694,10950,2014,chevrolet equinox,3,4,gas,70000,automatic,SUV,unknown,0,chevrolet
43695,16500,2012,ram 1500,3,8,gas,106674,automatic,truck,silver,1,ram
43696,9000,2013,volkswagen passat,3,4,diesel,99854,automatic,sedan,white,0,volkswagen
43697,3850,2008,volkswagen jetta,2,5,gas,159000,automatic,sedan,white,0,volkswagen
43698,6680,2013,kia soul,2,4,gas,115935,automatic,wagon,green,0,kia
43699,33995,2014,jeep grand cherokee,2,8,gas,90753,automatic,SUV,grey,1,jeep
43700,2995,2004,honda accord,2,4,gas,240000,automatic,sedan,brown,0,honda
43701,8800,2013,chevrolet suburban,2,8,gas,160000,automatic,SUV,brown,1,chevrolet
43702,3900,2002,toyota highlander,3,6,gas,142999,automatic,SUV,silver,1,toyota
