,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,brand
10772,7200,2007,honda cr-v,2,4,gas,153703,automatic,SUV,unknown,0,honda
10773,9875,2010,ford ranger,3,6,gas,131345,automatic,pickup,red,1,ford
10774,4800,1999,toyota 4runner,2,6,gas,246000,automatic,SUV,silver,1,toyota
10775,5995,2004,toyota corolla,3,4,gas,166423,automatic,sedan,white,0,toyota
10776,3900,2009,toyota camry le,2,4,gas,107775,automatic,sedan,white,0,toyota
10777,7950,2005,gmc sierra,3,8,gas,126000,automatic,pickup,black,1,gmc
10778,21000,2017,jeep grand cherokee laredo,3,6,gas,38000,automatic,SUV,black,1,jeep
10779,3300,2008,subaru outback,2,4,gas,192891,manual,wagon,white,1,subaru
10780,4000,2006,jeep liberty,2,6,gas,113500,automatic,SUV,red,1,jeep
10781,3800,2005,gmc sierra 1500,1,8,gas,235000,automatic,truck,brown,1,gmc
10782,4750,2010,nissan altima,3,4,gas,190723,automatic,sedan,white,0,nissan
10783,4200,2005,toyota prius,3,4,hybrid,133500,automatic,hatchback,silver,0,toyota
10784,7600,1992,ford f-150,3,8,gas,180000,automatic,pickup,unknown,1,ford
10785,4200,2013,dodge grand caravan,3,6,gas,137000,automatic,mini-van,white,0,dodge
10786,7450,2007,chevrolet silverado 1500,3,6,gas,121668,automatic,truck,unknown,0,chevrolet
10787,4900,2004,toyota prius,3,4,hybrid,153057,automatic,hatchback,black,0,toyota
10788,15990,2012,ford f-250 sd,2,8,gas,113419,automatic,truck,white,1,ford
10789,28990,2015,ford f-350 sd,2,8,diesel,84000,automatic,truck,white,1,ford
10790,20990,2014,ram 2500,2,8,gas,121437,automatic,truck,white,1,ram
10791,13990,2005,toyota tundra,2,8,gas,66697,automatic,truck,white,1,toyota
10792,5900,2006,honda odyssey,4,6,gas,103,automatic,mini-van,blue,0,honda
10793,5990,2008,ford explorer,2,6,gas,137809,automatic,SUV,black,1,ford
10794,17490,2016,ford econoline,2,10,gas,55189,automatic,truck,yellow,0,ford
10795,21990,2003,gmc sierra 2500hd,2,8,diesel,81522,automatic,truck,blue,1,gmc
10796,7995,2012,chevrolet equinox,2,4,gas,102650,automatic,SUV,unknown,0,chevrolet
10797,1650,2005,jeep liberty,2,6,gas,141000,automatic,SUV,silver,1,jeep
10798,5999,2009,hyundai santa fe,3,6,gas,127000,automatic,SUV,unknown,1,hyundai
10799,19990,2010,ford f-350 sd,2,8,gas,51664,manual,truck,unknown,1,ford
10800,14490,2009,chevrolet silverado 3500hd,2,8,gas,174100,automatic,truck,white,1,chevrolet
10801,21990,2013,chevrolet silverado 3500hd,2,8,gas,99748,automatic,truck,white,0,chevrolet
10802,16990,2008,ford econoline,2,8,gas,99693,automatic,truck,white,0,ford
10803,18990,2015,ford f-250 sd,2,8,gas,134794,automatic,truck,blue,1,ford
10804,13490,2012,ford econoline,2,8,gas,80836,automatic,truck,white,0,ford
10805,17490,2016,ford econoline,2,10,gas,122974,automatic,truck,yellow,0,ford
10806,24990,2015,ford f-250 sd,2,8,gas,43854,automatic,truck,white,1,ford
10807,16990,2008,ford econoline,2,8,gas,104738,automatic,truck,white,0,ford
10808,18490,2015,ford f-250 sd,2,8,gas,124332,automatic,truck,white,1,ford
10809,11990,2011,ford econoline,2,8,gas,146100,automatic,truck,white,0,ford
10810,4800,2008,chevrolet impala,4,6,gas,113000,automatic,sedan,blue,0,chevrolet
10811,8499,2010,chevrolet silverado 1500,3,8,gas,177000,automatic,pickup,red,1,chevrolet
10812,7299,2012,gmc acadia,3,6,gas,174000,automatic,SUV,blue,1,gmc
10813,3499,2005,chrysler town & country,3,6,gas,143964,automatic,mini-van,silver,0,chrysler
10814,15499,2018,honda civic,4,4,gas,40000,manual,sedan,grey,0,honda
10815,5500,2006,chrysler 300,3,6,gas,105000,automatic,sedan,green,1,chrysler
10816,32990,2016,ford f-250 sd,2,8,gas,5031,automatic,truck,black,1,ford
10817,24990,2017,ford f-250 sd,2,8,gas,18005,automatic,truck,unknown,1,ford
10818,24990,2006,ford f-350 sd,2,8,gas,65603,automatic,truck,unknown,1,ford
10819,9990,2005,ford f-250 sd,2,8,gas,70849,automatic,truck,white,0,ford
10820,9999,2017,ford focus se,3,4,gas,17000,automatic,sedan,unknown,0,ford
10821,5500,2008,dodge charger,3,6,gas,97000,automatic,sedan,white,0,dodge
10822,15000,2017,honda accord,3,4,gas,38902,automatic,sedan,custom,0,honda
10823,13995,2015,ford escape,2,4,gas,30351,automatic,SUV,unknown,0,ford
10824,1500,2014,honda civic,2,4,gas,93000,automatic,sedan,unknown,0,honda
10825,13450,2014,toyota sienna,4,6,gas,84695,automatic,van,white,0,toyota
10826,5500,2009,chrysler 300,3,8,gas,120000,automatic,sedan,silver,0,chrysler
10827,15495,2018,chevrolet equinox,2,4,gas,54611,automatic,SUV,unknown,0,chevrolet
10828,12500,2011,toyota tacoma,2,6,gas,136250,manual,pickup,silver,1,toyota
10829,2199,2000,toyota sienna,2,6,gas,186250,automatic,mini-van,grey,0,toyota
10830,23795,2018,toyota tacoma,2,6,gas,8204,automatic,truck,white,0,toyota
10831,15495,2004,chevrolet corvette,3,8,gas,83318,automatic,convertible,silver,0,chevrolet
10832,13800,2018,nissan altima,4,4,gas,18852,automatic,sedan,silver,0,nissan
10833,14900,2018,honda accord,4,4,gas,20102,automatic,sedan,white,0,honda
10834,26700,2017,ford mustang gt coupe 2d,2,8,gas,7430,other,coupe,white,0,ford
10835,8795,2006,ford mustang,2,8,gas,78146,automatic,coupe,black,0,ford
10836,2995,2000,ford mustang,2,6,gas,195562,automatic,convertible,unknown,0,ford
10837,13995,2015,chrysler 300,2,6,gas,77663,automatic,sedan,white,0,chrysler
10838,15895,2016,ford mustang,2,4,gas,55158,manual,coupe,white,0,ford
10839,13500,2016,toyota camry,4,4,gas,78217,automatic,sedan,blue,0,toyota
10840,3995,2003,ford explorer,3,6,gas,130000,automatic,SUV,white,1,ford
10841,6300,2010,honda odyssey,3,6,gas,160000,automatic,mini-van,custom,0,honda
10842,28500,2005,ford mustang,4,8,gas,2045,automatic,convertible,custom,0,ford
10843,2995,2002,ford taurus,2,6,gas,154000,automatic,sedan,silver,0,ford
10844,2995,1998,subaru forester,2,4,gas,212000,automatic,wagon,red,1,subaru
10845,3995,2003,ford escape,2,6,gas,170000,automatic,SUV,grey,1,ford
10846,4999,2007,chevrolet silverado,3,6,gas,142000,automatic,pickup,white,0,chevrolet
10847,5999,2006,ford f-150,3,8,gas,174000,automatic,truck,black,1,ford
10848,4995,2002,chevrolet tahoe,3,8,gas,142999,automatic,SUV,unknown,1,chevrolet
10849,2500,2003,chevrolet impala,2,4,gas,120000,automatic,sedan,black,0,chevrolet
10850,5200,2014,ford focus se,3,4,gas,70251,automatic,sedan,black,0,ford
10851,4900,2009,nissan rogue,3,4,gas,128,automatic,SUV,silver,1,nissan
10852,11500,1998,jeep wrangler,3,6,gas,272000,manual,SUV,black,1,jeep
10853,1450,1995,toyota 4runner,2,6,gas,170220,automatic,SUV,black,1,toyota
10854,5300,2007,honda odyssey,3,6,gas,168000,automatic,mini-van,silver,0,honda
10855,24200,2018,nissan frontier crew cab sv,2,6,gas,11034,other,pickup,blue,1,nissan
10856,31800,2018,chevrolet silverado 1500 crew,2,8,gas,22838,automatic,pickup,unknown,1,chevrolet
10857,5999,2011,ford f-150,2,8,gas,130271,automatic,truck,white,0,ford
10858,8500,2012,ford explorer,3,6,gas,150600,automatic,SUV,red,0,ford
10859,21600,2016,chevrolet camaro lt coupe 2d,2,6,gas,19579,other,coupe,grey,0,chevrolet
10860,7500,2014,kia soul,3,4,gas,87999,manual,hatchback,unknown,0,kia
10861,3999,2009,hyundai elantra,2,4,gas,176700,automatic,hatchback,silver,0,hyundai
10862,6999,2009,ford escape,3,6,gas,105267,automatic,SUV,red,0,ford
10863,5999,2013,chrysler 200,3,4,gas,122200,automatic,sedan,brown,0,chrysler
10864,5500,2011,chevrolet impala,3,6,gas,123025,automatic,sedan,white,0,chevrolet
10865,5500,2011,hyundai sonata,2,4,gas,125650,automatic,sedan,blue,0,hyundai
10866,31400,2016,chevrolet silverado 1500 crew,2,8,gas,15070,automatic,pickup,unknown,1,chevrolet
10867,19000,2015,nissan frontier crew cab sv,2,6,gas,43707,other,pickup,red,0,nissan
10868,4500,2010,nissan altima,2,4,gas,113600,automatic,sedan,blue,0,nissan
10869,13590,2010,cadillac escalade,4,8,gas,135114,automatic,SUV,unknown,0,cadillac
10870,6600,2015,volkswagen jetta,3,4,gas,121000,automatic,sedan,silver,0,volkswagen
10871,10995,2014,dodge grand caravan,2,6,gas,87377,automatic,van,red,0,dodge
10872,1200,2005,ford escape,2,4,gas,158000,automatic,SUV,silver,0,ford
10873,1900,2008,hyundai sonata,2,4,gas,147398,automatic,sedan,custom,1,hyundai
10874,4500,2008,toyota prius,2,4,gas,160500,automatic,hatchback,unknown,0,toyota
10875,12500,2000,ford f350 super duty,2,8,diesel,168000,manual,truck,white,0,ford
10876,12500,2012,ram 1500,2,8,gas,133000,automatic,pickup,red,0,ram
10877,22300,2018,nissan frontier crew cab sv,2,6,gas,26673,other,pickup,blue,1,nissan
10878,7495,2013,chevrolet equinox,2,4,gas,88200,automatic,SUV,black,0,chevrolet
10879,10495,2012,bmw x5,2,6,gas,123500,automatic,SUV,unknown,1,bmw
10880,8500,2008,ford f250 super duty,3,8,gas,180000,automatic,truck,white,0,ford
10881,15995,2015,ford f350,2,8,gas,126075,automatic,truck,white,0,ford
10882,18880,2003,chevrolet corvette,3,8,gas,146000,automatic,convertible,red,0,chevrolet
10883,6500,2013,nissan altima,2,4,gas,110000,automatic,sedan,white,0,nissan
10884,5950,2001,ram 2500,3,8,gas,139713,automatic,truck,unknown,0,ram
10885,10540,2012,ford f150,3,6,gas,182351,automatic,pickup,grey,0,ford
10886,8950,2015,chevrolet equinox,3,4,gas,101955,automatic,SUV,black,0,chevrolet
10887,4000,2001,ford ranger,2,6,gas,153163,automatic,truck,unknown,0,ford
10888,17995,2011,ford f250,2,8,gas,75465,automatic,truck,white,1,ford
10889,5500,1999,toyota 4runner,2,6,gas,250000,automatic,SUV,unknown,1,toyota
10890,3695,2003,ford explorer,2,8,gas,210000,automatic,SUV,unknown,0,ford
10891,5995,2007,chevrolet silverado 1500,2,6,gas,227000,automatic,truck,black,0,chevrolet
10892,4495,2006,ford econoline,2,8,gas,216825,automatic,van,unknown,0,ford
10893,6800,2008,chevrolet silverado,3,6,gas,134591,automatic,truck,red,0,chevrolet
10894,6995,2013,dodge charger,2,8,gas,179000,automatic,sedan,unknown,0,dodge
10895,9495,2014,ford explorer,2,6,gas,170000,automatic,SUV,custom,0,ford
10896,4495,2008,ford taurus,2,6,gas,107501,automatic,sedan,black,0,ford
10897,5495,2008,ford taurus,2,6,gas,69000,automatic,sedan,silver,0,ford
10898,4995,2007,ford explorer,2,8,gas,225000,automatic,bus,white,0,ford
10899,5995,2014,acura tl,2,6,gas,94000,automatic,sedan,black,0,acura
10900,5995,2008,dodge grand caravan,2,6,gas,147398,automatic,van,blue,0,dodge
10901,6500,2010,honda odyssey,2,6,gas,190000,automatic,mini-van,white,0,honda
10902,5500,2010,toyota sienna,2,6,gas,223209,automatic,van,unknown,0,toyota
10903,2695,1996,jeep grand cherokee,2,6,gas,208000,automatic,SUV,green,1,jeep
10904,2895,1995,chevrolet camaro,3,6,gas,161000,automatic,coupe,unknown,0,chevrolet
10905,3695,2006,dodge grand caravan,2,6,gas,176000,automatic,mini-van,red,0,dodge
10906,6650,2011,hyundai santa fe,2,4,gas,125814,automatic,SUV,silver,0,hyundai
10907,3000,2004,jeep grand cherokee,2,8,gas,220062,automatic,SUV,silver,1,jeep
10908,4550,2003,toyota highlander,2,6,gas,186436,automatic,SUV,custom,1,toyota
10909,19800,2009,chevrolet silverado,2,8,diesel,150764,automatic,truck,grey,1,chevrolet
10910,2995,1997,gmc sierra 1500,2,8,gas,200000,automatic,pickup,unknown,0,gmc
10911,7900,2014,honda accord,3,4,gas,94000,automatic,sedan,unknown,0,honda
10912,4500,2014,nissan frontier,3,6,gas,86000,manual,pickup,white,0,nissan
10913,7000,2009,ford mustang,2,6,gas,142000,automatic,coupe,red,0,ford
10914,16000,2014,ford f-150,3,8,gas,82516,automatic,truck,white,1,ford
10915,5800,2009,honda civic,2,4,gas,151300,automatic,sedan,white,0,honda
10916,5200,2008,honda civic,3,4,gas,132000,automatic,sedan,custom,0,honda
10917,8900,2011,jeep grand cherokee laredo,3,6,gas,120000,automatic,SUV,unknown,0,jeep
10918,9900,2010,bmw x5,3,6,gas,117136,automatic,sedan,black,1,bmw
10919,19900,2008,ford f350 super duty,3,8,diesel,162182,automatic,truck,brown,1,ford
10920,4500,2012,nissan sentra,4,4,gas,126000,automatic,sedan,black,0,nissan
10921,11000,2017,nissan rogue,2,4,gas,17512,automatic,SUV,blue,0,nissan
10922,26400,2016,ford mustang gt coupe 2d,2,8,gas,16890,other,coupe,white,0,ford
10923,2999,2009,hyundai elantra,3,4,gas,130000,automatic,sedan,brown,0,hyundai
10924,3995,2003,chevrolet trailblazer,2,6,gas,139000,automatic,SUV,brown,0,chevrolet
10925,12500,2011,ford f150,3,8,gas,108129,automatic,truck,white,1,ford
10926,5950,2010,toyota rav4,2,4,gas,130608,automatic,SUV,silver,0,toyota
10927,28000,2018,toyota tacoma,4,6,gas,15261,automatic,offroad,grey,1,toyota
10928,15995,2012,ford f350,2,8,gas,133007,automatic,truck,white,0,ford
10929,10995,2011,ford f150,3,8,gas,211416,automatic,truck,silver,1,ford
10930,7100,2010,honda odyssey,3,6,gas,130000,automatic,mini-van,grey,0,honda
10931,13995,2018,chevrolet cruze,4,4,gas,49271,automatic,sedan,silver,0,chevrolet
10932,15995,2018,nissan rogue,3,4,gas,23689,automatic,SUV,unknown,1,nissan
10933,2695,1998,toyota camry le,2,4,gas,187123,other,sedan,red,0,toyota
10934,13995,2018,chevrolet malibu,4,4,gas,45652,automatic,sedan,unknown,0,chevrolet
10935,15990,2009,ford f150,3,6,gas,104535,automatic,truck,black,1,ford
10936,17990,2011,toyota tacoma,3,6,gas,137893,automatic,truck,white,1,toyota
10937,16990,2006,ram 2500,3,6,diesel,187010,automatic,truck,blue,1,ram
10938,13995,2014,honda cr-v,3,4,gas,78000,automatic,SUV,red,1,honda
10939,12900,2016,chevrolet impala,2,6,gas,19000,automatic,sedan,red,0,chevrolet
10940,7300,2014,nissan rogue,2,4,gas,86990,automatic,SUV,unknown,0,nissan
10941,13700,2016,toyota camry,3,4,gas,39000,automatic,sedan,red,0,toyota
10942,6900,1989,jeep wrangler,3,6,gas,178000,manual,convertible,red,1,jeep
10944,5999,2010,honda accord,3,4,gas,188000,automatic,coupe,blue,0,honda
10945,15700,2014,ford expedition,2,6,gas,54000,automatic,SUV,black,0,ford
10946,24700,2015,ford mustang gt coupe 2d,2,8,gas,84000,other,coupe,black,0,ford
10947,16000,1971,chevrolet camaro,3,6,gas,84107,manual,coupe,brown,0,chevrolet
10948,5400,2012,chevrolet malibu,3,4,gas,121000,automatic,sedan,white,0,chevrolet
10950,9495,2011,chevrolet camaro,3,6,gas,110887,automatic,other,grey,0,chevrolet
10951,25200,2014,chevrolet silverado 1500 crew,2,6,gas,85048,automatic,pickup,silver,1,chevrolet
10952,6000,2012,honda civic,3,4,gas,98000,automatic,sedan,grey,0,honda
10953,8950,2012,volkswagen passat,2,4,diesel,116510,automatic,sedan,unknown,0,volkswagen
10954,8950,2014,volkswagen passat,2,4,diesel,98935,automatic,sedan,silver,0,volkswagen
10955,8499,2011,acura tl,3,6,gas,189000,automatic,sedan,grey,1,acura
10956,17400,2016,honda odyssey,2,6,gas,44000,automatic,van,black,0,honda
10957,8950,2017,chevrolet cruze,2,4,gas,5700,automatic,sedan,black,0,chevrolet
10958,2750,1998,toyota camry,2,4,gas,174200,automatic,sedan,white,0,toyota
10959,3750,2004,honda cr-v,2,4,gas,218757,automatic,SUV,unknown,1,honda
10960,2750,1999,toyota rav4,2,4,gas,222469,automatic,SUV,grey,0,toyota
10961,2750,2004,honda cr-v,2,4,gas,203651,automatic,SUV,brown,0,honda
10962,10950,2005,ford f-250 super duty,2,8,diesel,247355,automatic,truck,unknown,1,ford
10963,6200,2012,honda accord,2,4,gas,112000,automatic,sedan,silver,0,honda
10964,5900,2014,chrysler 200,3,4,gas,148272,automatic,sedan,red,0,chrysler
10965,2200,2007,nissan maxima,2,6,gas,171430,automatic,sedan,black,0,nissan
10966,8499,2010,chevrolet silverado 1500,3,8,gas,177000,automatic,pickup,red,1,chevrolet
10967,12999,2017,nissan altima,4,4,gas,52480,automatic,sedan,silver,0,nissan
10968,18900,2012,chevrolet silverado 1500,2,8,gas,77600,automatic,pickup,brown,1,chevrolet
10970,8699,2014,chevrolet malibu,3,4,gas,127818,automatic,sedan,black,0,chevrolet
10971,4300,2009,ford focus se,2,4,gas,142000,automatic,sedan,red,0,ford
10972,6199,2012,chevrolet cruze,3,4,gas,87000,automatic,sedan,black,0,chevrolet
10973,8700,2011,toyota rav4,2,4,gas,80000,automatic,SUV,custom,0,toyota
10974,25900,2017,ford mustang gt coupe 2d,2,8,gas,15853,automatic,coupe,silver,0,ford
10975,6499,2014,ford focus,3,4,gas,81336,automatic,hatchback,silver,0,ford
10976,8950,2002,ford f250 super duty,1,8,diesel,232000,automatic,pickup,green,1,ford
10977,7700,1989,ford f-250,3,8,gas,108344,automatic,truck,grey,0,ford
10978,8900,2009,chevrolet suburban,2,8,gas,190000,automatic,SUV,blue,1,chevrolet
10979,2200,2007,volkswagen jetta,1,5,gas,209000,automatic,coupe,black,0,volkswagen
10980,19999,2013,ram 1500,3,8,gas,79753,automatic,truck,unknown,1,ram
10981,13700,2015,honda cr-v,2,4,gas,53000,automatic,SUV,unknown,1,honda
10982,5900,2003,honda accord,3,6,gas,158369,automatic,sedan,silver,0,honda
10983,5900,2014,chevrolet cruze,2,4,gas,510000,automatic,sedan,silver,0,chevrolet
10984,8950,2018,chevrolet cruze,2,4,gas,17000,automatic,sedan,unknown,0,chevrolet
10985,5600,2010,honda accord,2,4,gas,125000,automatic,sedan,unknown,0,honda
10986,4600,2013,ford focus,2,4,gas,110000,automatic,sedan,black,0,ford
10987,9995,2014,jeep cherokee,3,4,gas,102062,automatic,other,blue,1,jeep
10989,12400,2011,chevrolet silverado 1500,3,8,gas,120000,automatic,pickup,unknown,0,chevrolet
10990,3700,2011,chevrolet cruze,2,4,gas,125000,other,sedan,silver,0,chevrolet
10991,15995,2016,ford f-150,3,8,gas,138736,automatic,pickup,grey,1,ford
10992,9999,2014,buick enclave,3,6,gas,178000,automatic,SUV,silver,1,buick
10993,13200,2016,ford escape,4,4,gas,37294,automatic,SUV,unknown,0,ford
10994,8399,2011,dodge grand caravan,3,6,gas,92000,automatic,mini-van,silver,0,dodge
10995,8399,2011,dodge grand caravan,3,6,gas,120000,automatic,mini-van,silver,0,dodge
10996,7299,2012,gmc acadia,3,6,gas,174000,automatic,SUV,blue,1,gmc
10997,9999,2014,buick enclave,3,6,gas,86000,automatic,SUV,silver,1,buick
10998,7999,2010,buick enclave,3,6,gas,151000,automatic,SUV,unknown,1,buick
10999,15499,2018,honda civic,4,4,gas,40000,manual,sedan,unknown,0,honda
11000,5800,2012,chevrolet cruze,2,4,gas,85000,automatic,sedan,black,0,chevrolet
11001,12500,2005,chevrolet silverado,3,8,gas,110000,automatic,pickup,white,0,chevrolet
11002,21600,2017,chevrolet camaro lt coupe 2d,2,6,gas,28936,other,coupe,grey,0,chevrolet
11003,15499,2011,chevrolet silverado 2500hd,2,8,gas,144593,automatic,pickup,white,1,chevrolet
11004,8499,2011,acura tl,3,6,gas,189000,automatic,sedan,grey,1,acura
11005,3499,2005,chrysler town & country,3,6,gas,191000,automatic,mini-van,silver,0,chrysler
11006,9999,2014,buick enclave,3,6,gas,178000,automatic,SUV,unknown,1,buick
11007,2650,2006,bmw x5,2,8,gas,142000,automatic,SUV,grey,1,bmw
11008,5390,2007,toyota camry,2,4,gas,153000,automatic,sedan,white,0,toyota
11009,7750,2007,toyota camry,3,6,gas,185000,automatic,sedan,red,1,toyota
11010,5500,2010,toyota corolla,2,4,gas,168810,automatic,sedan,silver,0,toyota
11011,6600,2014,honda accord,2,4,gas,98474,automatic,sedan,white,0,honda
11012,6900,2008,toyota rav4,2,6,gas,162385,automatic,SUV,red,1,toyota
11013,3000,2010,volkswagen jetta,2,5,gas,173000,automatic,sedan,white,0,volkswagen
11014,7300,2009,toyota camry le,3,4,gas,142018,automatic,sedan,unknown,0,toyota
11015,12500,2009,ford f-150,3,8,gas,178090,automatic,truck,black,0,ford
11016,17800,2015,chevrolet silverado 1500,4,8,gas,140,automatic,truck,custom,0,chevrolet
11017,4500,2005,ford f-150,3,8,gas,67057,automatic,sedan,white,0,ford
11018,8400,2016,toyota corolla,2,4,gas,60000,automatic,sedan,unknown,0,toyota
11019,8995,2014,ford escape,3,4,gas,105726,automatic,SUV,red,1,ford
11020,5600,2015,nissan altima,2,4,gas,99000,automatic,sedan,white,0,nissan
11021,7300,2008,toyota highlander,3,6,gas,188500,automatic,SUV,custom,0,toyota
11022,21990,2014,jeep wrangler unlimited,4,6,gas,89683,automatic,SUV,red,1,jeep
11023,3200,2000,nissan frontier,2,4,gas,174000,manual,pickup,silver,0,nissan
11024,12500,2005,gmc sierra 2500hd,2,8,gas,225255,automatic,truck,white,1,gmc
11025,10900,2017,toyota camry le,3,4,gas,26000,automatic,sedan,white,0,toyota
11026,11200,2016,honda civic,3,4,gas,56500,automatic,sedan,grey,0,honda
11027,25600,2017,ford mustang gt coupe 2d,2,8,gas,42957,other,coupe,unknown,0,ford
11028,4500,2008,chevrolet silverado,2,8,gas,147398,automatic,pickup,red,1,chevrolet
11029,1700,2002,subaru outback,1,4,gas,193240,automatic,wagon,green,0,subaru
11030,2400,2007,ford ranger,1,6,gas,261000,automatic,truck,white,0,ford
11031,7900,2011,jeep liberty,4,6,gas,89000,automatic,SUV,grey,1,jeep
11032,14500,2011,ford f-250,2,8,gas,44500,automatic,truck,unknown,1,ford
11033,9000,2003,gmc sierra,3,8,gas,150000,automatic,pickup,red,0,gmc
11034,2650,2004,nissan sentra,2,4,gas,141940,automatic,sedan,silver,0,nissan
11035,15995,2009,ford expedition,3,8,gas,126802,automatic,SUV,black,1,ford
11036,13795,2015,ford taurus,3,6,gas,78327,automatic,sedan,silver,1,ford
11037,10895,2015,ram 1500,3,8,gas,180880,automatic,truck,black,1,ram
11038,14995,2011,ram 1500,3,8,gas,105464,automatic,truck,grey,1,ram
11039,9795,2018,nissan versa,3,4,gas,23689,automatic,sedan,white,0,nissan
11040,20595,2014,chevrolet silverado 1500,3,8,gas,113703,automatic,truck,white,1,chevrolet
11041,14295,2014,buick enclave,3,6,gas,114856,automatic,SUV,white,1,buick
11042,4250,2001,jeep grand cherokee laredo,3,6,gas,268982,automatic,SUV,white,0,jeep
11043,5975,2008,ford escape,3,6,gas,120012,automatic,SUV,white,0,ford
11044,8900,2010,ford f-150,3,8,gas,196127,automatic,truck,white,0,ford
11045,16995,2011,chevrolet silverado 1500,3,8,gas,130954,automatic,truck,silver,1,chevrolet
11047,13990,2006,ford f250,3,8,diesel,202078,automatic,truck,unknown,1,ford
11048,10990,2015,chevrolet silverado 1500,3,8,gas,78327,automatic,truck,unknown,1,chevrolet
11049,11500,2012,acura tl,3,6,gas,106674,automatic,sedan,black,0,acura
11050,16999,2008,chevrolet silverado,3,8,diesel,227920,automatic,truck,custom,1,chevrolet
11051,4495,2010,honda accord,4,4,gas,160000,automatic,coupe,black,0,honda
11052,8499,2013,toyota corolla,3,4,gas,102,automatic,sedan,white,0,toyota
11053,22500,2012,ford f350 super duty,4,8,diesel,376900,automatic,truck,white,1,ford
11054,1000,2018,chevrolet malibu,4,4,gas,18852,automatic,sedan,grey,0,chevrolet
11055,10995,2016,nissan rogue,4,6,gas,56000,automatic,SUV,red,1,nissan
11056,10999,2008,ford f250 super duty,3,8,gas,75592,automatic,pickup,white,0,ford
11057,7299,2012,gmc acadia,3,6,gas,174000,automatic,SUV,unknown,1,gmc
11058,33000,1970,chevrolet corvette,3,8,gas,83890,manual,convertible,blue,0,chevrolet
11059,6500,1988,dodge dakota,3,6,gas,202000,automatic,pickup,unknown,0,dodge
11060,6000,2008,toyota camry le,3,4,gas,118000,automatic,sedan,grey,0,toyota
11061,4975,2007,honda civic,2,4,gas,156335,automatic,sedan,unknown,0,honda
11062,5975,2017,nissan versa,2,4,gas,94100,automatic,sedan,white,0,nissan
11063,7300,2013,honda civic lx,4,4,gas,132294,automatic,sedan,grey,0,honda
11064,15000,2015,chevrolet malibu,4,4,gas,75400,automatic,sedan,custom,0,chevrolet
11065,4900,1991,ford f-150,3,8,gas,172064,automatic,truck,blue,0,ford
11066,15000,2014,nissan altima,4,4,gas,74500,automatic,sedan,silver,0,nissan
11067,15000,2016,nissan altima,4,4,gas,79500,automatic,sedan,unknown,0,nissan
11068,7900,2010,chevrolet traverse,3,6,gas,127434,automatic,SUV,red,0,chevrolet
11069,5900,2002,honda civic,3,4,gas,154727,manual,sedan,white,0,honda
11070,4495,2010,gmc acadia,3,6,gas,180000,automatic,SUV,grey,1,gmc
11071,12500,2009,jeep wrangler,3,6,gas,107000,manual,SUV,black,1,jeep
11073,5900,2007,toyota prius,3,4,gas,134600,automatic,hatchback,blue,0,toyota
11074,5900,2010,ford focus,3,4,gas,85109,automatic,sedan,white,0,ford
11075,11900,2013,honda cr-v,3,4,gas,47121,automatic,SUV,silver,1,honda
11076,6000,1997,ford f350 super duty,3,8,diesel,162650,automatic,pickup,white,0,ford
11077,2490,2004,hyundai sonata,2,4,gas,181384,automatic,sedan,white,0,hyundai
11078,22695,2016,ram 1500,4,8,gas,27674,automatic,truck,white,1,ram
11079,9750,2016,ford fusion se,3,4,gas,119675,automatic,sedan,white,0,ford
11080,13900,2015,chrysler 300,4,6,other,71000,automatic,sedan,black,1,chrysler
11081,13995,2018,ford taurus,3,6,gas,54563,automatic,sedan,silver,0,ford
11082,16995,2018,dodge grand caravan,3,6,gas,45677,automatic,van,unknown,0,dodge
11083,15500,2014,honda odyssey,3,6,gas,108898,automatic,van,grey,0,honda
11084,15995,2018,chevrolet cruze,3,4,gas,10327,automatic,sedan,grey,0,chevrolet
11085,8499,2010,chevrolet silverado 1500,3,8,gas,177000,automatic,pickup,red,1,chevrolet
11086,14995,2017,toyota corolla,3,4,gas,18298,automatic,sedan,black,0,toyota
11087,15499,2018,honda civic,4,4,gas,40000,manual,sedan,grey,0,honda
11088,8995,2015,toyota corolla,2,4,gas,91685,automatic,other,green,0,toyota
11089,4200,2001,honda accord,4,6,gas,105000,automatic,coupe,custom,0,honda
11090,13999,2017,toyota corolla,3,4,gas,43419,automatic,sedan,unknown,0,toyota
11091,26999,2017,chevrolet silverado 1500,3,8,gas,36700,automatic,truck,white,1,chevrolet
11092,4995,2009,toyota corolla,2,4,gas,138955,automatic,other,grey,0,toyota
11093,11290,2013,honda pilot,2,6,gas,160264,automatic,other,black,1,honda
11094,4390,2008,jeep grand cherokee,2,6,gas,175044,automatic,other,black,1,jeep
11095,5490,2007,jeep grand cherokee,3,6,gas,131328,automatic,SUV,grey,1,jeep
11096,6490,2008,toyota rav4,2,4,gas,156390,automatic,other,green,1,toyota
11097,12490,2008,ford f-150,3,8,gas,73165,automatic,pickup,black,1,ford
11098,2500,1999,honda civic,3,4,gas,166694,automatic,sedan,silver,0,honda
11099,11900,2017,hyundai elantra,3,4,gas,67192,automatic,sedan,silver,0,hyundai
11100,7990,2009,toyota highlander,3,6,gas,164997,automatic,SUV,unknown,0,toyota
11101,19900,2008,ford f250,3,8,gas,149661,automatic,truck,grey,1,ford
